jersey_number,player_id,player_name,position,team_name,sortOrder,period,xCoord,yCoord,game_id
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,21,1,-57.0,-19.0,2023020141
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,63,1,-80.0,-9.0,2023020011
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,73,1,-70.0,12.0,2023020268
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,156,1,84.0,5.0,2023020072
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,215,1,-84.0,-3.0,2023020400
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,215,1,-84.0,-3.0,2023020400
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,215,1,-84.0,-3.0,2023020400
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,228,1,-81.0,-3.0,2023020054
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,317,2,-80.0,-1.0,2023020652
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,483,2,-79.0,-2.0,2023020543
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,531,2,81.0,-11.0,2023020189
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,599,3,-83.0,3.0,2023020448
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,711,3,-71.0,-16.0,2023020117
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,718,3,83.0,-4.0,2023020417
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,774,4,-74.0,2.0,2023020652
86.0,8480797.0,Joel Farabee,L,Philadelphia Flyers,783,3,-81.0,-1.0,2023020286
94.0,8481641.0,Joel Kiviranta,L,Colorado Avalanche,491,2,81.0,0.0,2023020402
94.0,8481641.0,Joel Kiviranta,L,Colorado Avalanche,491,2,81.0,0.0,2023020402
94.0,8481641.0,Joel Kiviranta,L,Colorado Avalanche,491,2,81.0,0.0,2023020402
94.0,8481641.0,Joel Kiviranta,L,Colorado Avalanche,660,3,-82.0,-10.0,2023020240
19.0,8481556.0,John Beecher,C,Boston Bruins,150,1,63.0,-17.0,2023020178
19.0,8481556.0,John Beecher,C,Boston Bruins,417,2,-85.0,-7.0,2023020624
19.0,8481556.0,John Beecher,C,Boston Bruins,452,2,-87.0,-7.0,2023020282
19.0,8481556.0,John Beecher,C,Boston Bruins,703,3,-56.0,5.0,2023020273
19.0,8481556.0,John Beecher,C,Boston Bruins,744,3,-78.0,5.0,2023020321
74.0,8474590.0,John Carlson,D,Washington Capitals,270,1,-71.0,1.0,2023020049
74.0,8474590.0,John Carlson,D,Washington Capitals,529,2,38.0,-8.0,2023020587
74.0,8474590.0,John Carlson,D,Washington Capitals,815,5,-74.0,6.0,2023020114
74.0,8474590.0,John Carlson,D,Washington Capitals,818,3,-38.0,35.0,2023020618
6.0,8478507.0,John Marino,D,New Jersey Devils,451,2,-76.0,10.0,2023020236
6.0,8478507.0,John Marino,D,New Jersey Devils,812,3,86.0,-10.0,2023020656
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,320,2,72.0,14.0,2023020517
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,330,2,-80.0,-8.0,2023020083
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,370,2,75.0,1.0,2023020207
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,381,2,56.0,0.0,2023020038
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,396,2,81.0,0.0,2023020429
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,399,2,85.0,-4.0,2023020466
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,609,3,-86.0,8.0,2023020251
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,625,3,-70.0,-14.0,2023020139
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,778,3,-88.0,3.0,2023020588
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,826,3,-33.0,-23.0,2023020108
91.0,8475166.0,John Tavares,C,Toronto Maple Leafs,828,4,82.0,5.0,2023020070
26.0,8480192.0,Johnathan Kovacevic,D,Montréal Canadiens,152,1,-74.0,12.0,2023020244
26.0,8480192.0,Johnathan Kovacevic,D,Montréal Canadiens,466,2,56.0,-9.0,2023020300
26.0,8480192.0,Johnathan Kovacevic,D,Montréal Canadiens,658,3,-55.0,-15.0,2023020343
26.0,8480192.0,Johnathan Kovacevic,D,Montréal Canadiens,713,3,-79.0,0.0,2023020258
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,135,1,-90.0,-4.0,2023020485
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,313,2,-52.0,7.0,2023020263
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,334,2,-67.0,-14.0,2023020381
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,482,2,-65.0,-18.0,2023020449
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,611,3,65.0,11.0,2023020318
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,728,3,48.0,3.0,2023020146
13.0,8476346.0,Johnny Gaudreau,L,Columbus Blue Jackets,819,5,83.0,8.0,2023020592
4.0,8475750.0,Jon Merrill,D,Minnesota Wild,36,1,47.0,3.0,2023020267
25.0,8476463.0,Jonas Brodin,D,Minnesota Wild,577,3,-54.0,12.0,2023020073
71.0,8478399.0,Jonas Siegenthaler,D,New Jersey Devils,278,2,-45.0,-24.0,2023020501
48.0,8481013.0,Jonatan Berggren,R,Detroit Red Wings,203,1,-79.0,-7.0,2023020436
48.0,8481013.0,Jonatan Berggren,R,Detroit Red Wings,432,2,-83.0,-15.0,2023020430
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,103,1,-70.0,7.0,2023020313
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,279,1,-80.0,0.0,2023020291
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,286,2,88.0,-6.0,2023020537
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,394,2,58.0,10.0,2023020582
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,395,2,-73.0,-3.0,2023020662
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,494,2,-89.0,2.0,2023020593
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,533,3,88.0,5.0,2023020467
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,562,3,-74.0,0.0,2023020606
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,622,3,77.0,11.0,2023020593
27.0,8477494.0,Jonathan Drouin,L,Colorado Avalanche,658,3,-82.0,-5.0,2023020228
10.0,8476456.0,Jonathan Huberdeau,C,Calgary Flames,20,1,-80.0,-21.0,2023020051
10.0,8476456.0,Jonathan Huberdeau,C,Calgary Flames,177,1,-43.0,-13.0,2023020277
10.0,8476456.0,Jonathan Huberdeau,C,Calgary Flames,265,1,87.0,-4.0,2023020578
10.0,8476456.0,Jonathan Huberdeau,C,Calgary Flames,306,2,-76.0,1.0,2023020605
10.0,8476456.0,Jonathan Huberdeau,C,Calgary Flames,647,3,-85.0,-10.0,2023020247
10.0,8476456.0,Jonathan Huberdeau,C,Calgary Flames,770,3,-69.0,-3.0,2023020025
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,128,1,-53.0,-11.0,2023020368
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,160,1,-80.0,11.0,2023020504
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,187,1,-40.0,11.0,2023020478
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,222,1,-84.0,-7.0,2023020003
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,236,1,51.0,-8.0,2023020058
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,321,2,70.0,14.0,2023020427
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,358,2,66.0,4.0,2023020155
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,364,2,-63.0,2.0,2023020071
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,406,2,82.0,8.0,2023020390
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,406,2,82.0,8.0,2023020390
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,416,2,-77.0,9.0,2023020244
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,478,2,-83.0,-8.0,2023020255
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,533,2,-66.0,-16.0,2023020255
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,559,3,-76.0,7.0,2023020504
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,599,3,-76.0,2.0,2023020155
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,600,3,-75.0,-6.0,2023020427
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,732,3,0.0,-29.0,2023020155
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,749,3,28.0,-8.0,2023020368
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,776,5,-77.0,-2.0,2023020427
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,854,5,-78.0,1.0,2023020138
81.0,8476539.0,Jonathan Marchessault,R,Vegas Golden Knights,897,5,-67.0,-6.0,2023020048
22.0,8477380.0,Jonny Brodzinski,C,New York Rangers,633,3,-64.0,-5.0,2023020424
7.0,8474586.0,Jordan Eberle,R,Seattle Kraken,166,1,-69.0,19.0,2023020658
7.0,8474586.0,Jordan Eberle,R,Seattle Kraken,412,2,-72.0,-1.0,2023020277
7.0,8474586.0,Jordan Eberle,R,Seattle Kraken,462,2,-81.0,0.0,2023020265
7.0,8474586.0,Jordan Eberle,R,Seattle Kraken,540,3,72.0,-1.0,2023020497
7.0,8474586.0,Jordan Eberle,R,Seattle Kraken,850,4,-82.0,9.0,2023020091
7.0,8474586.0,Jordan Eberle,R,Seattle Kraken,862,5,77.0,1.0,2023020248
12.0,8478413.0,Jordan Greenway,L,Buffalo Sabres,40,1,44.0,16.0,2023020498
12.0,8478413.0,Jordan Greenway,L,Buffalo Sabres,347,2,83.0,-1.0,2023020027
12.0,8478413.0,Jordan Greenway,L,Buffalo Sabres,608,3,84.0,-8.0,2023020165
54.0,8480887.0,Jordan Harris,D,Montréal Canadiens,337,2,-59.0,21.0,2023020577
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,28,1,73.0,-7.0,2023020164
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,62,1,56.0,-11.0,2023020647
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,102,1,85.0,-3.0,2023020647
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,232,1,81.0,0.0,2023020390
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,232,1,81.0,0.0,2023020390
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,283,2,-78.0,-13.0,2023020500
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,289,2,-68.0,-2.0,2023020469
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,393,2,-61.0,3.0,2023020028
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,498,2,-79.0,-2.0,2023020235
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,589,3,67.0,-2.0,2023020647
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,665,3,74.0,-10.0,2023020524
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,772,3,82.0,-3.0,2023020524
25.0,8479385.0,Jordan Kyrou,C,St. Louis Blues,791,3,74.0,-9.0,2023020235
48.0,8476921.0,Jordan Martinook,L,Carolina Hurricanes,136,1,-81.0,1.0,2023020657
48.0,8476921.0,Jordan Martinook,L,Carolina Hurricanes,293,2,81.0,4.0,2023020639
48.0,8476921.0,Jordan Martinook,L,Carolina Hurricanes,349,2,-71.0,-5.0,2023020419
48.0,8476921.0,Jordan Martinook,L,Carolina Hurricanes,361,2,-78.0,2.0,2023020575
48.0,8476921.0,Jordan Martinook,L,Carolina Hurricanes,835,5,82.0,-3.0,2023020032
11.0,8473533.0,Jordan Staal,C,Carolina Hurricanes,305,2,75.0,11.0,2023020341
11.0,8473533.0,Jordan Staal,C,Carolina Hurricanes,327,2,83.0,10.0,2023020486
11.0,8473533.0,Jordan Staal,C,Carolina Hurricanes,401,2,-81.0,2.0,2023020447
11.0,8473533.0,Jordan Staal,C,Carolina Hurricanes,595,3,-75.0,1.0,2023020004
11.0,8473533.0,Jordan Staal,C,Carolina Hurricanes,633,3,-78.0,-8.0,2023020391
11.0,8473533.0,Jordan Staal,C,Carolina Hurricanes,634,3,-78.0,-8.0,2023020391
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,303,2,-81.0,3.0,2023020481
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,407,2,62.0,-10.0,2023020464
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,462,2,-81.0,7.0,2023020513
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,514,2,85.0,-2.0,2023020464
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,528,3,82.0,0.0,2023020542
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,731,3,79.0,22.0,2023020376
17.0,8476981.0,Josh Anderson,R,Montréal Canadiens,763,3,-82.0,0.0,2023020642
3.0,8477384.0,Josh Brown,D,Arizona Coyotes,200,1,75.0,-12.0,2023020137
42.0,8476312.0,Josh Manson,D,Colorado Avalanche,157,1,66.0,-12.0,2023020373
42.0,8476312.0,Josh Manson,D,Colorado Avalanche,265,2,47.0,-26.0,2023020606
42.0,8476312.0,Josh Manson,D,Colorado Avalanche,435,2,59.0,-4.0,2023020525
42.0,8476312.0,Josh Manson,D,Colorado Avalanche,461,2,38.0,-22.0,2023020417
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,74,1,-71.0,-21.0,2023020284
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,154,1,-55.0,-21.0,2023020077
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,281,1,-81.0,-5.0,2023020512
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,433,2,-57.0,-23.0,2023020402
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,433,2,-57.0,-23.0,2023020402
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,433,2,-57.0,-23.0,2023020402
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,453,2,60.0,20.0,2023020631
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,558,3,-78.0,-9.0,2023020262
44.0,8477504.0,Josh Morrissey,D,Winnipeg Jets,697,3,-87.0,-5.0,2023020319
9.0,8480064.0,Josh Norris,C,Ottawa Senators,94,1,72.0,-17.0,2023020478
9.0,8480064.0,Josh Norris,C,Ottawa Senators,149,1,75.0,1.0,2023020433
9.0,8480064.0,Josh Norris,C,Ottawa Senators,176,1,83.0,-6.0,2023020049
9.0,8480064.0,Josh Norris,C,Ottawa Senators,180,1,87.0,-3.0,2023020458
9.0,8480064.0,Josh Norris,C,Ottawa Senators,189,1,-52.0,16.0,2023020493
9.0,8480064.0,Josh Norris,C,Ottawa Senators,206,1,85.0,-4.0,2023020520
9.0,8480064.0,Josh Norris,C,Ottawa Senators,217,1,70.0,-15.0,2023020507
9.0,8480064.0,Josh Norris,C,Ottawa Senators,231,2,66.0,-16.0,2023020242
9.0,8480064.0,Josh Norris,C,Ottawa Senators,283,1,72.0,7.0,2023020395
9.0,8480064.0,Josh Norris,C,Ottawa Senators,283,1,72.0,7.0,2023020395
9.0,8480064.0,Josh Norris,C,Ottawa Senators,283,1,72.0,7.0,2023020395
9.0,8480064.0,Josh Norris,C,Ottawa Senators,316,2,-66.0,1.0,2023020049
9.0,8480064.0,Josh Norris,C,Ottawa Senators,602,3,79.0,1.0,2023020149
9.0,8480064.0,Josh Norris,C,Ottawa Senators,677,5,-74.0,-11.0,2023020254
9.0,8480064.0,Josh Norris,C,Ottawa Senators,764,3,85.0,-10.0,2023020085
16.0,8479328.0,Julien Gauthier,R,New York Islanders,140,1,64.0,10.0,2023020383
16.0,8479328.0,Julien Gauthier,R,New York Islanders,589,3,57.0,-21.0,2023020359
16.0,8479328.0,Julien Gauthier,R,New York Islanders,628,3,-56.0,-23.0,2023020597
20.0,8483515.0,Juraj Slafkovsky,L,Montréal Canadiens,63,1,-84.0,7.0,2023020164
20.0,8483515.0,Juraj Slafkovsky,L,Montréal Canadiens,444,2,76.0,7.0,2023020258
20.0,8483515.0,Juraj Slafkovsky,L,Montréal Canadiens,496,2,-86.0,1.0,2023020513
20.0,8483515.0,Juraj Slafkovsky,L,Montréal Canadiens,697,3,79.0,-6.0,2023020506
20.0,8483515.0,Juraj Slafkovsky,L,Montréal Canadiens,796,5,-80.0,3.0,2023020411
90.0,8477473.0,Justin Bailey,R,San Jose Sharks,144,1,47.0,-14.0,2023020441
90.0,8477473.0,Justin Bailey,R,San Jose Sharks,518,2,-74.0,-8.0,2023020586
52.0,8482111.0,Justin Barron,D,Montréal Canadiens,39,1,-72.0,-1.0,2023020082
52.0,8482111.0,Justin Barron,D,Montréal Canadiens,69,1,-80.0,0.0,2023020121
52.0,8482111.0,Justin Barron,D,Montréal Canadiens,84,1,-76.0,-22.0,2023020087
52.0,8482111.0,Justin Barron,D,Montréal Canadiens,266,1,-78.0,6.0,2023020361
52.0,8482111.0,Justin Barron,D,Montréal Canadiens,764,3,-58.0,7.0,2023020244
52.0,8482111.0,Justin Barron,D,Montréal Canadiens,783,4,-51.0,6.0,2023020481
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,130,1,88.0,4.0,2023020073
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,219,1,79.0,-13.0,2023020225
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,287,2,-75.0,4.0,2023020517
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,369,2,79.0,-4.0,2023020528
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,386,2,-89.0,-7.0,2023020449
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,605,3,83.0,10.0,2023020063
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,668,3,79.0,-6.0,2023020022
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,694,3,80.0,-26.0,2023020321
17.0,8479941.0,Justin Danforth,R,Columbus Blue Jackets,734,3,82.0,5.0,2023020263
72.0,8475753.0,Justin Faulk,D,St. Louis Blues,717,3,-48.0,-2.0,2023020488
72.0,8475753.0,Justin Faulk,D,St. Louis Blues,761,3,54.0,-34.0,2023020524
4.0,8474602.0,Justin Schultz,D,Seattle Kraken,122,1,68.0,27.0,2023020078
4.0,8474602.0,Justin Schultz,D,Seattle Kraken,346,2,50.0,-14.0,2023020185
4.0,8474602.0,Justin Schultz,D,Seattle Kraken,518,2,-89.0,7.0,2023020645
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,92,1,68.0,-10.0,2023020455
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,234,1,65.0,-1.0,2023020398
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,234,1,65.0,-1.0,2023020398
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,234,1,65.0,-1.0,2023020398
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,543,3,-82.0,4.0,2023020001
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,594,3,79.0,9.0,2023020347
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,775,3,-44.0,30.0,2023020015
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,801,3,82.0,-4.0,2023020288
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,826,3,-5.0,-40.0,2023020651
75.0,8481704.0,Juuso Parssinen,C,Nashville Predators,877,3,30.0,17.0,2023020666
79.0,8480817.0,K'Andre Miller,D,New York Rangers,350,2,69.0,7.0,2023020529
79.0,8480817.0,K'Andre Miller,D,New York Rangers,351,2,69.0,-2.0,2023020382
79.0,8480817.0,K'Andre Miller,D,New York Rangers,550,2,54.0,15.0,2023020308
79.0,8480817.0,K'Andre Miller,D,New York Rangers,605,3,-45.0,-23.0,2023020529
79.0,8480817.0,K'Andre Miller,D,New York Rangers,663,3,-55.0,11.0,2023020338
79.0,8480817.0,K'Andre Miller,D,New York Rangers,677,3,-59.0,22.0,2023020370
79.0,8480817.0,K'Andre Miller,D,New York Rangers,805,4,-68.0,11.0,2023020124
24.0,8481554.0,Kaapo Kakko,R,New York Rangers,430,2,-82.0,1.0,2023020078
24.0,8481554.0,Kaapo Kakko,R,New York Rangers,457,2,-88.0,9.0,2023020274
6.0,8481527.0,Kaedan Korczak,D,Vegas Golden Knights,436,2,51.0,-21.0,2023020048
21.0,8482087.0,Kaiden Guhle,D,Montréal Canadiens,97,1,-82.0,-3.0,2023020290
21.0,8482087.0,Kaiden Guhle,D,Montréal Canadiens,126,1,57.0,26.0,2023020577
21.0,8482087.0,Kaiden Guhle,D,Montréal Canadiens,825,4,75.0,-2.0,2023020212
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,44,1,72.0,-5.0,2023020539
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,50,1,60.0,-15.0,2023020453
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,188,1,-78.0,5.0,2023020133
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,231,1,84.0,16.0,2023020046
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,233,1,82.0,-6.0,2023020453
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,317,2,-77.0,6.0,2023020438
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,588,3,82.0,3.0,2023020248
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,820,5,71.0,1.0,2023020473
56.0,8479977.0,Kailer Yamamoto,R,Seattle Kraken,866,5,70.0,-5.0,2023020248
42.0,8477953.0,Kasperi Kapanen,R,St. Louis Blues,169,1,71.0,-3.0,2023020109
42.0,8477953.0,Kasperi Kapanen,R,St. Louis Blues,730,3,73.0,-32.0,2023020164
42.0,8477953.0,Kasperi Kapanen,R,St. Louis Blues,749,3,37.0,-7.0,2023020235
55.0,8478434.0,Keegan Kolesar,R,Vegas Golden Knights,415,2,75.0,1.0,2023020390
55.0,8478434.0,Keegan Kolesar,R,Vegas Golden Knights,415,2,75.0,1.0,2023020390
55.0,8478434.0,Keegan Kolesar,R,Vegas Golden Knights,795,3,-83.0,1.0,2023020335
91.0,8482660.0,Kent Johnson,C,Columbus Blue Jackets,166,1,75.0,-3.0,2023020449
91.0,8482660.0,Kent Johnson,C,Columbus Blue Jackets,316,2,-58.0,-5.0,2023020574
91.0,8482660.0,Kent Johnson,C,Columbus Blue Jackets,349,2,-53.0,21.0,2023020073
91.0,8482660.0,Kent Johnson,C,Columbus Blue Jackets,659,3,-66.0,-2.0,2023020485
91.0,8482660.0,Kent Johnson,C,Columbus Blue Jackets,890,4,-69.0,22.0,2023020449
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,78,1,66.0,23.0,2023020317
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,94,1,71.0,12.0,2023020667
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,146,1,84.0,6.0,2023020390
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,146,1,84.0,6.0,2023020390
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,294,2,-82.0,-4.0,2023020436
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,299,2,-53.0,-3.0,2023020436
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,417,2,-84.0,0.0,2023020348
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,423,2,-77.0,-1.0,2023020158
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,490,2,-84.0,10.0,2023020469
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,609,3,-86.0,-3.0,2023020287
12.0,8475763.0,Kevin Hayes,R,St. Louis Blues,812,3,27.0,36.0,2023020158
55.0,8483466.0,Kevin Korchinski,D,Chicago Blackhawks,225,1,-51.0,-27.0,2023020198
55.0,8483466.0,Kevin Korchinski,D,Chicago Blackhawks,894,4,84.0,7.0,2023020295
62.0,8478099.0,Kevin Labanc,R,San Jose Sharks,362,2,73.0,-9.0,2023020655
62.0,8478099.0,Kevin Labanc,R,San Jose Sharks,716,3,-67.0,-8.0,2023020383
12.0,8474031.0,Kevin Shattenkirk,D,Boston Bruins,299,2,52.0,-41.0,2023020574
12.0,8474031.0,Kevin Shattenkirk,D,Boston Bruins,312,2,-77.0,-15.0,2023020408
12.0,8474031.0,Kevin Shattenkirk,D,Boston Bruins,440,2,-81.0,4.0,2023020364
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,211,1,-80.0,3.0,2023020630
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,248,1,80.0,7.0,2023020329
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,250,1,-62.0,26.0,2023020052
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,448,2,81.0,-21.0,2023020272
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,624,3,-61.0,0.0,2023020237
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,624,3,73.0,-16.0,2023020606
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,759,3,-84.0,39.0,2023020205
82.0,8478831.0,Kevin Stenlund,C,Florida Panthers,792,3,-61.0,0.0,2023020089
44.0,8480748.0,Kiefer Sherwood,L,Nashville Predators,81,1,62.0,-11.0,2023020218
44.0,8480748.0,Kiefer Sherwood,L,Nashville Predators,214,1,82.0,6.0,2023020186
44.0,8480748.0,Kiefer Sherwood,L,Nashville Predators,299,2,-54.0,16.0,2023020074
44.0,8480748.0,Kiefer Sherwood,L,Nashville Predators,403,2,-56.0,-16.0,2023020095
44.0,8480748.0,Kiefer Sherwood,L,Nashville Predators,653,3,-70.0,10.0,2023020297
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,98,1,-83.0,3.0,2023020056
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,191,1,-72.0,27.0,2023020347
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,244,1,-75.0,18.0,2023020204
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,313,2,-88.0,1.0,2023020385
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,357,2,38.0,19.0,2023020151
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,363,2,71.0,-1.0,2023020518
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,369,2,81.0,-1.0,2023020306
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,477,2,-82.0,21.0,2023020041
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,593,3,-65.0,25.0,2023020182
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,648,3,-78.0,0.0,2023020534
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,716,3,-81.0,10.0,2023020484
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,787,4,80.0,-8.0,2023020506
97.0,8478864.0,Kirill Kaprizov,L,Minnesota Wild,832,4,65.0,-7.0,2023020484
86.0,8480893.0,Kirill Marchenko,R,Columbus Blue Jackets,28,1,85.0,-8.0,2023020405
86.0,8480893.0,Kirill Marchenko,R,Columbus Blue Jackets,104,1,66.0,14.0,2023020146
