jersey_number,player_id,player_name,position,team_name,sortOrder,period,xCoord,yCoord,game_id
97.0,8478402.0,Connor McDavid,C,Edmonton Oilers,547,3,83.0,-5.0,2023020421
97.0,8478402.0,Connor McDavid,C,Edmonton Oilers,583,3,86.0,4.0,2023020640
97.0,8478402.0,Connor McDavid,C,Edmonton Oilers,692,3,73.0,17.0,2023020227
97.0,8478402.0,Connor McDavid,C,Edmonton Oilers,884,5,80.0,2.0,2023020335
24.0,8481580.0,Connor McMichael,C,Washington Capitals,252,1,-64.0,32.0,2023020587
24.0,8481580.0,Connor McMichael,C,Washington Capitals,305,2,-82.0,1.0,2023020448
24.0,8481580.0,Connor McMichael,C,Washington Capitals,373,2,82.0,-4.0,2023020191
24.0,8481580.0,Connor McMichael,C,Washington Capitals,402,2,55.0,7.0,2023020039
24.0,8481580.0,Connor McMichael,C,Washington Capitals,456,2,-86.0,1.0,2023020339
24.0,8481580.0,Connor McMichael,C,Washington Capitals,536,3,-78.0,-6.0,2023020099
24.0,8481580.0,Connor McMichael,C,Washington Capitals,718,3,-71.0,13.0,2023020232
5.0,8476473.0,Connor Murphy,D,Chicago Blackhawks,316,2,-53.0,31.0,2023020648
5.0,8476473.0,Connor Murphy,D,Chicago Blackhawks,746,3,-79.0,9.0,2023020422
47.0,8482074.0,Connor Zary,C,Calgary Flames,71,1,-78.0,-24.0,2023020595
47.0,8482074.0,Connor Zary,C,Calgary Flames,75,1,-65.0,-12.0,2023020634
47.0,8482074.0,Connor Zary,C,Calgary Flames,97,1,-79.0,-2.0,2023020142
47.0,8482074.0,Connor Zary,C,Calgary Flames,101,1,81.0,-13.0,2023020207
47.0,8482074.0,Connor Zary,C,Calgary Flames,461,2,-82.0,-3.0,2023020231
47.0,8482074.0,Connor Zary,C,Calgary Flames,497,2,-84.0,1.0,2023020431
47.0,8482074.0,Connor Zary,C,Calgary Flames,596,3,-79.0,0.0,2023020385
47.0,8482074.0,Connor Zary,C,Calgary Flames,638,3,-85.0,0.0,2023020401
47.0,8482074.0,Connor Zary,C,Calgary Flames,638,3,-85.0,0.0,2023020401
47.0,8482074.0,Connor Zary,C,Calgary Flames,638,3,-85.0,0.0,2023020401
47.0,8482074.0,Connor Zary,C,Calgary Flames,727,3,-86.0,-11.0,2023020471
8.0,8478856.0,Conor Garland,R,Vancouver Canucks,35,1,-59.0,10.0,2023020596
8.0,8478856.0,Conor Garland,R,Vancouver Canucks,113,1,-82.0,-3.0,2023020009
8.0,8478856.0,Conor Garland,R,Vancouver Canucks,358,2,-79.0,0.0,2023020224
8.0,8478856.0,Conor Garland,R,Vancouver Canucks,539,2,89.0,7.0,2023020611
8.0,8478856.0,Conor Garland,R,Vancouver Canucks,735,3,84.0,4.0,2023020505
73.0,8477839.0,Conor Sheary,L,Tampa Bay Lightning,331,2,85.0,-3.0,2023020146
25.0,8479982.0,Conor Timmins,D,Toronto Maple Leafs,75,1,30.0,-27.0,2023020432
15.0,8475225.0,Craig Smith,C,Dallas Stars,343,2,-86.0,-4.0,2023020048
15.0,8475225.0,Craig Smith,C,Dallas Stars,371,2,75.0,2.0,2023020194
15.0,8475225.0,Craig Smith,C,Dallas Stars,788,3,-81.0,1.0,2023020515
42.0,8477508.0,Curtis Lazar,C,New Jersey Devils,185,1,-77.0,17.0,2023020245
42.0,8477508.0,Curtis Lazar,C,New Jersey Devils,518,2,83.0,8.0,2023020158
42.0,8477508.0,Curtis Lazar,C,New Jersey Devils,613,3,83.0,8.0,2023020174
42.0,8477508.0,Curtis Lazar,C,New Jersey Devils,769,3,81.0,2.0,2023020327
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,54,1,69.0,10.0,2023020505
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,202,1,-86.0,7.0,2023020454
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,284,1,-84.0,-6.0,2023020387
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,317,2,-72.0,-11.0,2023020474
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,434,2,85.0,-3.0,2023020307
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,443,2,70.0,-2.0,2023020454
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,489,2,-82.0,6.0,2023020224
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,491,2,78.0,10.0,2023020527
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,719,3,-85.0,-3.0,2023020009
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,788,3,14.0,22.0,2023020628
81.0,8478057.0,Dakota Joshua,C,Vancouver Canucks,798,3,-48.0,27.0,2023020611
6.0,8477541.0,Dakota Mermis,D,Minnesota Wild,361,2,32.0,30.0,2023020073
6.0,8477541.0,Dakota Mermis,D,Minnesota Wild,532,3,82.0,5.0,2023020104
78.0,8476923.0,Damon Severson,D,Columbus Blue Jackets,187,1,69.0,23.0,2023020136
78.0,8476923.0,Damon Severson,D,Columbus Blue Jackets,285,2,-57.0,28.0,2023020243
78.0,8476923.0,Damon Severson,D,Columbus Blue Jackets,564,3,46.0,2.0,2023020592
78.0,8476923.0,Damon Severson,D,Columbus Blue Jackets,725,3,56.0,-20.0,2023020243
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,75,1,79.0,5.0,2023020430
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,85,1,-57.0,5.0,2023020586
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,88,1,-88.0,-1.0,2023020023
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,206,1,-79.0,6.0,2023020510
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,258,1,68.0,-11.0,2023020361
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,372,2,-87.0,5.0,2023020251
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,481,2,72.0,-12.0,2023020210
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,491,2,79.0,1.0,2023020012
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,576,3,68.0,-27.0,2023020534
17.0,8478466.0,Daniel Sprong,R,Detroit Red Wings,647,3,-75.0,1.0,2023020134
57.0,8479371.0,Dante Fabbro,D,Nashville Predators,244,1,60.0,17.0,2023020218
57.0,8479371.0,Dante Fabbro,D,Nashville Predators,245,1,32.0,-8.0,2023020140
43.0,8478046.0,Danton Heinen,C,Boston Bruins,44,1,-79.0,0.0,2023020229
43.0,8478046.0,Danton Heinen,C,Boston Bruins,309,2,-78.0,20.0,2023020340
43.0,8478046.0,Danton Heinen,C,Boston Bruins,397,2,-67.0,10.0,2023020408
43.0,8478046.0,Danton Heinen,C,Boston Bruins,564,3,68.0,4.0,2023020293
43.0,8478046.0,Danton Heinen,C,Boston Bruins,605,3,-84.0,0.0,2023020574
25.0,8477498.0,Darnell Nurse,D,Edmonton Oilers,33,1,62.0,5.0,2023020077
25.0,8477498.0,Darnell Nurse,D,Edmonton Oilers,138,1,55.0,23.0,2023020159
25.0,8477498.0,Darnell Nurse,D,Edmonton Oilers,276,2,66.0,-15.0,2023020203
25.0,8477498.0,Darnell Nurse,D,Edmonton Oilers,317,2,-74.0,-5.0,2023020452
25.0,8477498.0,Darnell Nurse,D,Edmonton Oilers,683,3,47.0,-1.0,2023020349
25.0,8477498.0,Darnell Nurse,D,Edmonton Oilers,741,4,-70.0,-13.0,2023020640
43.0,8478178.0,Darren Raddysh,D,Tampa Bay Lightning,326,2,-78.0,2.0,2023020594
43.0,8478178.0,Darren Raddysh,D,Tampa Bay Lightning,356,2,-89.0,0.0,2023020594
43.0,8478178.0,Darren Raddysh,D,Tampa Bay Lightning,786,4,-49.0,-10.0,2023020644
19.0,8481019.0,David Gustafsson,C,Winnipeg Jets,263,1,-75.0,15.0,2023020135
19.0,8481019.0,David Gustafsson,C,Winnipeg Jets,288,2,75.0,8.0,2023020093
55.0,8483460.0,David Jiricek,D,Columbus Blue Jackets,397,2,-60.0,26.0,2023020022
64.0,8480144.0,David Kampf,C,Toronto Maple Leafs,498,2,80.0,0.0,2023020413
64.0,8480144.0,David Kampf,C,Toronto Maple Leafs,513,2,83.0,3.0,2023020395
64.0,8480144.0,David Kampf,C,Toronto Maple Leafs,513,2,83.0,3.0,2023020395
64.0,8480144.0,David Kampf,C,Toronto Maple Leafs,513,2,83.0,3.0,2023020395
64.0,8480144.0,David Kampf,C,Toronto Maple Leafs,701,3,-83.0,-5.0,2023020215
64.0,8480144.0,David Kampf,C,Toronto Maple Leafs,812,3,85.0,-3.0,2023020432
88.0,8477956.0,David Pastrnak,R,Boston Bruins,42,1,64.0,23.0,2023020518
88.0,8477956.0,David Pastrnak,R,Boston Bruins,59,1,-68.0,-18.0,2023020229
88.0,8477956.0,David Pastrnak,R,Boston Bruins,65,1,-71.0,-28.0,2023020633
88.0,8477956.0,David Pastrnak,R,Boston Bruins,81,1,81.0,-3.0,2023020589
88.0,8477956.0,David Pastrnak,R,Boston Bruins,162,1,63.0,-13.0,2023020484
88.0,8477956.0,David Pastrnak,R,Boston Bruins,187,1,49.0,-16.0,2023020364
88.0,8477956.0,David Pastrnak,R,Boston Bruins,194,1,59.0,14.0,2023020079
88.0,8477956.0,David Pastrnak,R,Boston Bruins,204,1,82.0,7.0,2023020408
88.0,8477956.0,David Pastrnak,R,Boston Bruins,280,1,77.0,21.0,2023020484
88.0,8477956.0,David Pastrnak,R,Boston Bruins,325,2,-71.0,-21.0,2023020308
88.0,8477956.0,David Pastrnak,R,Boston Bruins,383,2,-72.0,4.0,2023020607
88.0,8477956.0,David Pastrnak,R,Boston Bruins,439,2,-67.0,-18.0,2023020006
88.0,8477956.0,David Pastrnak,R,Boston Bruins,474,2,-80.0,4.0,2023020100
88.0,8477956.0,David Pastrnak,R,Boston Bruins,494,2,63.0,-10.0,2023020062
88.0,8477956.0,David Pastrnak,R,Boston Bruins,503,2,-77.0,1.0,2023020021
88.0,8477956.0,David Pastrnak,R,Boston Bruins,518,2,73.0,20.0,2023020457
88.0,8477956.0,David Pastrnak,R,Boston Bruins,634,3,54.0,17.0,2023020193
88.0,8477956.0,David Pastrnak,R,Boston Bruins,664,3,80.0,-2.0,2023020119
88.0,8477956.0,David Pastrnak,R,Boston Bruins,686,3,-41.0,-14.0,2023020273
88.0,8477956.0,David Pastrnak,R,Boston Bruins,718,3,80.0,-3.0,2023020408
88.0,8477956.0,David Pastrnak,R,Boston Bruins,724,3,57.0,-13.0,2023020161
88.0,8477956.0,David Pastrnak,R,Boston Bruins,742,3,-41.0,-3.0,2023020119
88.0,8477956.0,David Pastrnak,R,Boston Bruins,769,3,77.0,-9.0,2023020006
88.0,8477956.0,David Pastrnak,R,Boston Bruins,910,5,-74.0,-2.0,2023020457
57.0,8474102.0,David Perron,L,Detroit Red Wings,53,1,-72.0,-24.0,2023020316
57.0,8474102.0,David Perron,L,Detroit Red Wings,366,2,-78.0,-2.0,2023020242
57.0,8474102.0,David Perron,L,Detroit Red Wings,500,3,-64.0,-17.0,2023020316
57.0,8474102.0,David Perron,L,Detroit Red Wings,501,2,83.0,-2.0,2023020050
57.0,8474102.0,David Perron,L,Detroit Red Wings,515,2,80.0,-11.0,2023020065
57.0,8474102.0,David Perron,L,Detroit Red Wings,668,3,-61.0,-21.0,2023020586
57.0,8474102.0,David Perron,L,Detroit Red Wings,669,3,-70.0,-10.0,2023020161
57.0,8474102.0,David Perron,L,Detroit Red Wings,738,3,2.0,2.0,2023020293
57.0,8474102.0,David Perron,L,Detroit Red Wings,772,3,-78.0,25.0,2023020586
58.0,8475233.0,David Savard,D,Montréal Canadiens,82,1,-57.0,-11.0,2023020442
58.0,8475233.0,David Savard,D,Montréal Canadiens,143,1,41.0,-15.0,2023020635
58.0,8475233.0,David Savard,D,Montréal Canadiens,354,2,-70.0,19.0,2023020506
58.0,8475233.0,David Savard,D,Montréal Canadiens,758,3,-71.0,-5.0,2023020513
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,109,1,-91.0,15.0,2023020644
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,175,1,83.0,8.0,2023020174
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,181,1,68.0,-16.0,2023020501
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,185,1,81.0,4.0,2023020355
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,307,2,-81.0,6.0,2023020327
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,382,2,-62.0,2.0,2023020587
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,543,3,82.0,3.0,2023020310
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,567,3,80.0,3.0,2023020443
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,644,3,70.0,6.0,2023020587
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,673,3,83.0,-5.0,2023020206
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,698,3,81.0,13.0,2023020236
91.0,8482110.0,Dawson Mercer,C,New Jersey Devils,718,3,47.0,6.0,2023020528
15.0,8478495.0,Denis Gurianov,R,Nashville Predators,823,3,79.0,2.0,2023020629
10.0,8478585.0,Derek Ryan,C,Edmonton Oilers,62,1,-77.0,0.0,2023020257
10.0,8478585.0,Derek Ryan,C,Edmonton Oilers,229,1,80.0,-9.0,2023020421
10.0,8478585.0,Derek Ryan,C,Edmonton Oilers,449,2,81.0,0.0,2023020257
7.0,8478038.0,Devon Toews,D,Colorado Avalanche,94,1,-52.0,-1.0,2023020582
7.0,8478038.0,Devon Toews,D,Colorado Avalanche,251,1,-66.0,-16.0,2023020366
7.0,8478038.0,Devon Toews,D,Colorado Avalanche,415,2,49.0,-18.0,2023020275
7.0,8478038.0,Devon Toews,D,Colorado Avalanche,428,2,80.0,-13.0,2023020061
7.0,8478038.0,Devon Toews,D,Colorado Avalanche,687,3,-80.0,-12.0,2023020240
29.0,8479346.0,Dillon Dube,C,Calgary Flames,236,1,81.0,6.0,2023020039
29.0,8479346.0,Dillon Dube,C,Calgary Flames,421,2,87.0,1.0,2023020247
29.0,8479346.0,Dillon Dube,C,Calgary Flames,502,2,69.0,15.0,2023020186
10.0,8481716.0,Dmitri Voronkov,L,Columbus Blue Jackets,66,1,84.0,-3.0,2023020136
10.0,8481716.0,Dmitri Voronkov,L,Columbus Blue Jackets,217,1,86.0,-10.0,2023020321
10.0,8481716.0,Dmitri Voronkov,L,Columbus Blue Jackets,217,1,62.0,-11.0,2023020354
10.0,8481716.0,Dmitri Voronkov,L,Columbus Blue Jackets,302,2,-79.0,1.0,2023020166
10.0,8481716.0,Dmitri Voronkov,L,Columbus Blue Jackets,393,2,-83.0,-15.0,2023020280
10.0,8481716.0,Dmitri Voronkov,L,Columbus Blue Jackets,682,3,87.0,0.0,2023020420
7.0,8475200.0,Dmitry Orlov,D,Carolina Hurricanes,677,3,-43.0,2.0,2023020167
7.0,8475200.0,Dmitry Orlov,D,Carolina Hurricanes,735,3,-93.0,21.0,2023020603
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,115,1,39.0,15.0,2023020190
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,202,1,-76.0,-1.0,2023020493
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,273,1,86.0,3.0,2023020634
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,359,2,60.0,-10.0,2023020123
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,398,2,-52.0,16.0,2023020412
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,412,2,81.0,-5.0,2023020451
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,536,2,-67.0,-13.0,2023020149
81.0,8477330.0,Dominik Kubalik,L,Ottawa Senators,796,3,86.0,24.0,2023020190
7.0,8476462.0,Dougie Hamilton,D,New Jersey Devils,272,1,-58.0,0.0,2023020064
7.0,8476462.0,Dougie Hamilton,D,New Jersey Devils,431,2,-46.0,5.0,2023020017
7.0,8476462.0,Dougie Hamilton,D,New Jersey Devils,473,2,-33.0,-2.0,2023020188
7.0,8476462.0,Dougie Hamilton,D,New Jersey Devils,734,3,56.0,20.0,2023020151
7.0,8476462.0,Dougie Hamilton,D,New Jersey Devils,817,3,32.0,2.0,2023020012
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,47,1,73.0,9.0,2023020458
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,157,1,69.0,-9.0,2023020302
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,272,1,83.0,-4.0,2023020197
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,326,2,-84.0,-7.0,2023020458
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,328,2,-82.0,-4.0,2023020213
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,371,2,-82.0,-2.0,2023020382
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,437,2,-78.0,-21.0,2023020655
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,453,2,-74.0,-6.0,2023020302
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,482,2,-84.0,-9.0,2023020362
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,504,2,-69.0,-20.0,2023020507
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,518,2,-78.0,0.0,2023020531
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,653,3,90.0,-20.0,2023020531
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,730,3,80.0,-6.0,2023020162
19.0,8480208.0,Drake Batherson,R,Ottawa Senators,740,3,-78.0,-4.0,2023020123
10.0,8482055.0,Drew O'Connor,L,Pittsburgh Penguins,66,1,-80.0,6.0,2023020589
10.0,8482055.0,Drew O'Connor,L,Pittsburgh Penguins,455,2,-54.0,21.0,2023020217
10.0,8482055.0,Drew O'Connor,L,Pittsburgh Penguins,514,2,82.0,3.0,2023020345
10.0,8482055.0,Drew O'Connor,L,Pittsburgh Penguins,543,3,-78.0,1.0,2023020520
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,379,2,-52.0,-2.0,2023020460
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,470,2,-63.0,-19.0,2023020285
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,609,3,81.0,8.0,2023020067
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,624,3,54.0,-19.0,2023020485
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,708,3,-87.0,32.0,2023020113
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,782,4,-68.0,6.0,2023020040
24.0,8481528.0,Dylan Cozens,C,Buffalo Sabres,840,3,42.0,19.0,2023020638
2.0,8476331.0,Dylan DeMelo,D,Winnipeg Jets,404,2,51.0,-8.0,2023020020
11.0,8482699.0,Dylan Guenther,R,Arizona Coyotes,504,2,-55.0,2.0,2023020633
11.0,8482699.0,Dylan Guenther,R,Arizona Coyotes,720,3,89.0,4.0,2023020619
55.0,8482077.0,Dylan Holloway,L,Edmonton Oilers,262,1,-84.0,-12.0,2023020220
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,50,1,-87.0,-30.0,2023020659
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,53,1,-60.0,-10.0,2023020380
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,142,1,-69.0,-3.0,2023020620
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,252,1,-81.0,8.0,2023020281
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,293,2,80.0,13.0,2023020080
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,354,2,80.0,0.0,2023020035
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,361,2,82.0,0.0,2023020659
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,439,2,75.0,4.0,2023020316
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,576,3,-82.0,-6.0,2023020293
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,605,3,-66.0,-3.0,2023020065
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,621,3,-83.0,10.0,2023020091
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,644,3,-73.0,-12.0,2023020161
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,701,3,-54.0,-14.0,2023020393
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,701,3,-54.0,-14.0,2023020393
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,701,3,-54.0,-14.0,2023020393
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,737,3,-20.0,-23.0,2023020380
71.0,8477946.0,Dylan Larkin,C,Detroit Red Wings,738,3,-95.0,-24.0,2023020510
17.0,8478440.0,Dylan Strome,C,Washington Capitals,213,1,-86.0,6.0,2023020114
17.0,8478440.0,Dylan Strome,C,Washington Capitals,214,1,-71.0,-7.0,2023020099
17.0,8478440.0,Dylan Strome,C,Washington Capitals,217,1,-82.0,2.0,2023020603
17.0,8478440.0,Dylan Strome,C,Washington Capitals,220,1,-70.0,-13.0,2023020232
17.0,8478440.0,Dylan Strome,C,Washington Capitals,323,2,71.0,-4.0,2023020396
17.0,8478440.0,Dylan Strome,C,Washington Capitals,323,2,71.0,-4.0,2023020396
17.0,8478440.0,Dylan Strome,C,Washington Capitals,323,2,71.0,-4.0,2023020396
17.0,8478440.0,Dylan Strome,C,Washington Capitals,437,2,-83.0,-7.0,2023020422
17.0,8478440.0,Dylan Strome,C,Washington Capitals,463,2,81.0,-4.0,2023020618
17.0,8478440.0,Dylan Strome,C,Washington Capitals,511,3,-79.0,-5.0,2023020099
17.0,8478440.0,Dylan Strome,C,Washington Capitals,604,3,-40.0,4.0,2023020128
17.0,8478440.0,Dylan Strome,C,Washington Capitals,637,3,-67.0,-16.0,2023020396
17.0,8478440.0,Dylan Strome,C,Washington Capitals,637,3,-67.0,-16.0,2023020396
17.0,8478440.0,Dylan Strome,C,Washington Capitals,637,3,-67.0,-16.0,2023020396
17.0,8478440.0,Dylan Strome,C,Washington Capitals,644,3,80.0,-8.0,2023020448
17.0,8478440.0,Dylan Strome,C,Washington Capitals,664,3,79.0,-7.0,2023020069
17.0,8478440.0,Dylan Strome,C,Washington Capitals,751,3,77.0,-14.0,2023020069
17.0,8478440.0,Dylan Strome,C,Washington Capitals,810,4,62.0,-12.0,2023020285
17.0,8478440.0,Dylan Strome,C,Washington Capitals,831,4,57.0,-8.0,2023020496
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,16,1,-85.0,-5.0,2023020185
20.0,8480009.0,Eeli Tolvanen,R,Seattle,85,1,-81.0,0.0,2023020573
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,227,1,73.0,4.0,2023020170
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,379,2,-78.0,1.0,2023020118
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,472,2,-85.0,9.0,2023020453
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,547,3,87.0,-9.0,2023020292
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,637,3,73.0,-16.0,2023020346
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,713,3,57.0,18.0,2023020292
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,734,3,47.0,38.0,2023020438
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,744,3,85.0,0.0,2023020482
20.0,8480009.0,Eeli Tolvanen,R,Seattle Kraken,748,3,-76.0,22.0,2023020658
27.0,8480185.0,Eetu Luostarinen,C,Florida Panthers,226,1,-84.0,-9.0,2023020253
27.0,8480185.0,Eetu Luostarinen,C,Florida Panthers,395,2,-1.0,41.0,2023020500
27.0,8480185.0,Eetu Luostarinen,C,Florida Panthers,627,3,-80.0,1.0,2023020406
27.0,8480185.0,Eetu Luostarinen,C,Florida Panthers,722,3,38.0,-2.0,2023020420
27.0,8480185.0,Eetu Luostarinen,C,Florida Panthers,844,3,-86.0,-6.0,2023020323
5.0,8481178.0,Egor Zamula,D,Philadelphia Flyers,32,1,-40.0,-7.0,2023020042
5.0,8481178.0,Egor Zamula,D,Philadelphia Flyers,463,2,-28.0,-16.0,2023020543
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,20,1,-59.0,19.0,2023020277
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,362,2,66.0,1.0,2023020508
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,571,3,74.0,-6.0,2023020305
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,633,3,-55.0,-3.0,2023020063
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,743,3,-77.0,-14.0,2023020367
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,801,3,-20.0,-3.0,2023020247
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,806,3,-87.0,-7.0,2023020367
28.0,8477496.0,Elias Lindholm,C,Calgary Flames,845,3,-78.0,-3.0,2023020007
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,130,1,67.0,-26.0,2023020247
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,226,1,-65.0,18.0,2023020491
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,233,1,-88.0,3.0,2023020584
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,242,1,-75.0,1.0,2023020643
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,249,1,75.0,-20.0,2023020474
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,256,1,-71.0,26.0,2023020584
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,298,2,77.0,1.0,2023020611
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,307,2,54.0,-6.0,2023020140
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,408,2,-65.0,-12.0,2023020068
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,409,2,44.0,-25.0,2023020009
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,430,2,85.0,-4.0,2023020628
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,455,2,84.0,14.0,2023020172
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,468,2,-90.0,6.0,2023020621
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,495,2,70.0,-23.0,2023020140
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,516,3,-87.0,3.0,2023020336
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,558,3,-85.0,7.0,2023020419
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,582,3,-76.0,1.0,2023020611
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,757,3,-50.0,6.0,2023020197
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,770,3,22.0,2.0,2023020621
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,778,3,-82.0,-1.0,2023020140
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,791,3,-39.0,35.0,2023020367
40.0,8480012.0,Elias Pettersson,C,Vancouver Canucks,854,4,78.0,-1.0,2023020643
52.0,8480205.0,Emil Bemstrom,R,Columbus Blue Jackets,365,2,86.0,-11.0,2023020397
52.0,8480205.0,Emil Bemstrom,R,Columbus Blue Jackets,365,2,86.0,-11.0,2023020397
52.0,8480205.0,Emil Bemstrom,R,Columbus Blue Jackets,365,2,86.0,-11.0,2023020397
52.0,8480205.0,Emil Bemstrom,R,Columbus Blue Jackets,680,3,70.0,-17.0,2023020658
50.0,8480762.0,Eric Robinson,L,Columbus Blue Jackets,274,1,-70.0,-3.0,2023020296
,8480762.0,Eric Robinson,L,Buffalo Sabres,332,2,-82.0,3.0,2023020428
