jerseyNumber,person.id,person.fullName,position.name,team_name,player_id,x,y
18,8478506,Gabriel Carlsson,Defenseman,Washington Capitals,,,
82,8480863,Gabriel Fortier,Left Wing,Tampa Bay Lightning,,,
13,8480014,Gabriel Vilardi,Center,Los Angeles Kings,,,
19,8477903,Garnet Hathaway,Right Wing,Boston Bruins,,,
19,8477903,Garnet Hathaway,Right Wing,Washington Capitals,,,
36,8479945,Gavin Bayreuther,Defenseman,Columbus Blue Jackets,,,
54,8479379,Givani Smith,Right Wing,Florida Panthers,,,
54,8479379,Givani Smith,Right Wing,Detroit Red Wings,,,
42,8478446,Glenn Gawdin,Center,Anaheim Ducks,,,
14,8480844,Grigori Denisenko,Left Wing,Florida Panthers,,,
55,8478465,Guillaume Brisebois,Defenseman,Vancouver Canucks,,,
42,8478055,Gustav Forsling,Defenseman,Florida Panthers,,,
27,8480184,Gustav Lindström,Defenseman,Detroit Red Wings,,,
14,8474679,Gustav Nyquist,Center,Columbus Blue Jackets,,,
14,8474679,Gustav Nyquist,Center,Minnesota Wild,,,
23,8477467,Gustav Olofsson,Defenseman,Seattle Kraken,,,
27,8476854,Hampus Lindholm,Defenseman,Boston Bruins,,,
,8478173,Hayden Hodgson,Right Wing,Philadelphia Flyers,8478173,,
7,8477938,Haydn Fleury,Defenseman,Tampa Bay Lightning,,,
10,8480035,Henri Jokiharju,Defenseman,Buffalo Sabres,8480035,,
10,8480035,Henri Jokiharju,Defenseman,Buffalo Sabres,8480035,69,-19
13,8479404,Henrik Borgstrom,Center,Washington Capitals,,,
3,8481567,Henry Thrun,Defenseman,San Jose Sharks,8481567,35,-2
3,8481567,Henry Thrun,Defenseman,San Jose Sharks,8481567,52,2
20,8477392,Hudson Fasching,Right Wing,New York Islanders,,,
56,8481070,Hugh McGing,Left Wing,St. Louis Blues,,,
41,8484125,Hunter McKown,Center,Columbus Blue Jackets,,,
82,8474013,Ian Cole,Defenseman,Tampa Bay Lightning,,,
14,8480070,Ian Mitchell,Defenseman,Chicago Blackhawks,,,
31,8478048,Igor Shesterkin,Goalie,New York Rangers,,,
46,8480950,Ilya Lyubushkin,Defenseman,Buffalo Sabres,,,
65,8481624,Ilya Mikheyev,Right Wing,Vancouver Canucks,,,
35,8478492,Ilya Samsonov,Goalie,Toronto Maple Leafs,,,
30,8478009,Ilya Sorokin,Goalie,New York Islanders,,,
41,8482192,Isaak Phillips,Defenseman,Chicago Blackhawks,,,
21,8480806,Isac Lundestrom,Center,Anaheim Ducks,,,
49,8477964,Ivan Barbashev,Center,St. Louis Blues,8477964,-80,0
49,8477964,Ivan Barbashev,Center,Vegas Golden Knights,8477964,-80,0
1,8481031,Ivan Prosvetov,Goalie,Arizona Coyotes,,,
9,8478500,Ivan Provorov,Defenseman,Philadelphia Flyers,,,
90,8482655,J.J. Moser,Defenseman,Arizona Coyotes,,,
37,8477456,J.T. Compher,Left Wing,Colorado Avalanche,8477456,-70,2
9,8476468,J.T. Miller,Center,Vancouver Canucks,,,
74,8476958,Jaccob Slavin,Defenseman,Carolina Hurricanes,,,
36,8475789,Jack Campbell,Goalie,Edmonton Oilers,,,
18,8480835,Jack Drury,Center,Carolina Hurricanes,,,
9,8478403,Jack Eichel,Center,Vegas Golden Knights,,,
86,8481559,Jack Hughes,Center,New Jersey Devils,8481559,81,-11
3,8471677,Jack Johnson,Defenseman,Chicago Blackhawks,,,
3,8471677,Jack Johnson,Defenseman,Colorado Avalanche,,,
22,8480855,Jack McBain,Center,Arizona Coyotes,,,
22,8482097,Jack Quinn,Right Wing,Buffalo Sabres,,,
3,8480056,Jack Rathbone,Defenseman,Vancouver Canucks,,,
96,8478458,Jack Roslovic,Center,Columbus Blue Jackets,8478458,-85,3
23,8480021,Jack Studnicka,Center,Boston Bruins,,,
23,8480021,Jack Studnicka,Center,Vancouver Canucks,,,
71,8482654,Jackson Cates,Center,Philadelphia Flyers,,,
60,8481605,Jackson LaCombe,Defenseman,Anaheim Ducks,8481605,69,13
60,8481605,Jackson LaCombe,Defenseman,Anaheim Ducks,8481605,-75,9
24,8480879,Jacob Bernard-Docker,Defenseman,Ottawa Senators,,,
78,8480196,Jacob Bryson,Defenseman,Buffalo Sabres,,,
32,8478491,Jacob Larsson,Defenseman,Ottawa Senators,,,
36,8481422,Jacob Lucchini,Center,Ottawa Senators,,,
9,8479439,Jacob MacDonald,Defenseman,Colorado Avalanche,,,
9,8479439,Jacob MacDonald,Defenseman,San Jose Sharks,,,
25,8474593,Jacob Markstrom,Goalie,Calgary Flames,,,
57,8479421,Jacob Moverare,Defenseman,Los Angeles Kings,8479421,,
24,8480216,Jacob Peterson,Center,Dallas Stars,,,
24,8480216,Jacob Peterson,Center,San Jose Sharks,,,
8,8476885,Jacob Trouba,Defenseman,New York Rangers,,,
17,8475768,Jaden Schwartz,Center,Seattle Kraken,,,
34,8474596,Jake Allen,Goalie,Montréal Canadiens,,,
22,8479402,Jake Bean,Defenseman,Columbus Blue Jackets,,,
23,8481161,Jake Christiansen,Defenseman,Columbus Blue Jackets,,,
74,8478498,Jake DeBrusk,Left Wing,Boston Bruins,8478498,-69,17
71,8478133,Jake Evans,Center,Montréal Canadiens,,,
59,8477404,Jake Guentzel,Left Wing,Pittsburgh Penguins,,,
15,8479991,Jake Leschyshyn,Center,New York Rangers,,,
15,8479991,Jake Leschyshyn,Center,Vegas Golden Knights,,,
23,8484256,Jake Livingstone,Defenseman,Nashville Predators,8484256,-90,-4
22,8476931,Jake McCabe,Defenseman,Toronto Maple Leafs,,,
22,8476931,Jake McCabe,Defenseman,Chicago Blackhawks,,,
5,8478136,Jake Middleton,Defenseman,Minnesota Wild,,,
8,8474162,Jake Muzzin,Defenseman,Toronto Maple Leafs,,,
63,8482089,Jake Neighbours,Left Wing,St. Louis Blues,,,
29,8479979,Jake Oettinger,Goalie,Dallas Stars,,,
85,8482105,Jake Sanderson,Defenseman,Ottawa Senators,,,
96,8478013,Jake Walman,Defenseman,Detroit Red Wings,,,
6,8479345,Jakob Chychrun,Defenseman,Ottawa Senators,8479345,62,-26
6,8479345,Jakob Chychrun,Defenseman,Ottawa Senators,8479345,-83,-5
6,8479345,Jakob Chychrun,Defenseman,Arizona Coyotes,8479345,62,-26
6,8479345,Jakob Chychrun,Defenseman,Arizona Coyotes,8479345,-83,-5
22,8481592,Jakob Pelletier,Left Wing,Calgary Flames,,,
33,8475164,Jakob Silfverberg,Right Wing,Anaheim Ducks,,,
94,8480880,Jakub Lauko,Center,Boston Bruins,,,
,8474161,Jakub Voracek,Right Wing,Columbus Blue Jackets,,,
15,8477944,Jakub Vrana,Left Wing,Detroit Red Wings,8477944,78,0
15,8477944,Jakub Vrana,Left Wing,St. Louis Blues,8477944,78,0
67,8478415,Jakub Zboril,Defenseman,Boston Bruins,,,
5,8478970,Jalen Chatfield,Defenseman,Carolina Hurricanes,,,
57,8480468,James Hamblin,Left Wing,Edmonton Oilers,,,
47,8473503,James Reimer,Goalie,San Jose Sharks,,,
21,8474037,James van Riemsdyk,Left Wing,Philadelphia Flyers,,,
14,8473994,Jamie Benn,Left Wing,Dallas Stars,,,
6,8482142,Jamie Drysdale,Defenseman,Anaheim Ducks,,,
24,8476467,Jamie Oleksiak,Defenseman,Seattle Kraken,,,
73,8480890,Jan Jenik,Right Wing,Arizona Coyotes,8480890,,
84,8480172,Jan Rutta,Defenseman,Pittsburgh Penguins,,,
2,8475825,Jani Hakanpää,Defenseman,Dallas Stars,,,
12,8478424,Jansen Harkins,Center,Winnipeg Jets,8478424,-74,5
12,8478424,Jansen Harkins,Center,Winnipeg Jets,8478424,78,-4
19,8477955,Jared McCann,Left Wing,Seattle Kraken,,,
46,8474716,Jared Spurgeon,Defenseman,Minnesota Wild,,,
28,8479994,Jaret Anderson-Dolan,Center,Los Angeles Kings,,,
41,8470860,Jaroslav Halak,Goalie,New York Rangers,,,
25,8475797,Jarred Tinordi,Defenseman,Chicago Blackhawks,,,
44,8474218,Jason Demers,Defenseman,Edmonton Oilers,,,
16,8477450,Jason Dickinson,Center,Chicago Blackhawks,,,
21,8480027,Jason Robertson,Left Wing,Dallas Stars,8480027,83,1
21,8480027,Jason Robertson,Left Wing,Dallas Stars,8480027,,
16,8475722,Jason Zucker,Left Wing,Pittsburgh Penguins,,,
30,8483530,Jaxson Stauber,Goalie,Chicago Blackhawks,,,
44,8477034,Jaycob Megna,Defenseman,San Jose Sharks,,,
44,8477034,Jaycob Megna,Defenseman,Seattle Kraken,,,
20,8477126,Jayson Megna,Center,Colorado Avalanche,,,
20,8477126,Jayson Megna,Center,Anaheim Ducks,,,
44,8476419,Jean-Gabriel Pageau,Center,New York Islanders,8476419,74,0
93,8482147,Jean-Luc Foudy,Center,Colorado Avalanche,,,
48,8477520,Jean-Sebastien Dea,Center,Arizona Coyotes,,,
77,8470604,Jeff Carter,Center,Pittsburgh Penguins,,,
26,8473507,Jeff Petry,Defenseman,Pittsburgh Penguins,,,
53,8475784,Jeff Skinner,Left Wing,Buffalo Sabres,8475784,57,-20
53,8475784,Jeff Skinner,Left Wing,Buffalo Sabres,8475784,-79,4
53,8475784,Jeff Skinner,Left Wing,Buffalo Sabres,8475784,68,-11
28,8479705,Jeffrey Viel,Left Wing,San Jose Sharks,,,
4,8479602,Jeremy Davies,Defenseman,Buffalo Sabres,8479602,,
3,8478468,Jeremy Lauzon,Defenseman,Nashville Predators,,,
1,8480280,Jeremy Swayman,Goalie,Boston Bruins,,,
70,8480003,Jesper Boqvist,Center,New Jersey Devils,,,
63,8479407,Jesper Bratt,Left Wing,New Jersey Devils,8479407,81,0
71,8475855,Jesper Fast,Right Wing,Carolina Hurricanes,,,
38,8482834,Jesper Froden,Right Wing,Seattle Kraken,,,
82,8480829,Jesperi Kotkaniemi,Center,Carolina Hurricanes,,,
13,8479344,Jesse Puljujarvi,Right Wing,Carolina Hurricanes,,,
13,8479344,Jesse Puljujarvi,Right Wing,Edmonton Oilers,,,
56,8481058,Jesse Ylönen,Right Wing,Montréal Canadiens,,,
73,8482982,Jet Greaves,Goalie,Columbus Blue Jackets,,,
,8483183,Jett Alexander,Goalie,Toronto Maple Leafs,,,
26,8476918,Jimmy Vesey,Left Wing,New York Rangers,,,
30,8480238,Jiri Patera,Goalie,Vegas Golden Knights,,,
77,8482175,JJ Peterka,Right Wing,Buffalo Sabres,8482175,-90,-5
77,8482175,JJ Peterka,Right Wing,Buffalo Sabres,8482175,80,5
16,8470794,Joe Pavelski,Center,Dallas Stars,8470794,72,-12
91,8481441,Joe Snively,Center,Washington Capitals,,,
90,8480813,Joe Veleno,Center,Detroit Red Wings,,,
40,8476469,Joel Armia,Right Wing,Montréal Canadiens,,,
6,8476441,Joel Edmundson,Defenseman,Montréal Canadiens,,,
14,8478493,Joel Eriksson Ek,Center,Minnesota Wild,,,
86,8480797,Joel Farabee,Left Wing,Philadelphia Flyers,8480797,-69,-12
44,8477810,Joel Hanley,Defenseman,Dallas Stars,,,
30,8480981,Joel Hofer,Goalie,St. Louis Blues,,,
25,8481641,Joel Kiviranta,Left Wing,Dallas Stars,8481641,-63,17
38,8480034,Joel Teasdale,Left Wing,Montréal Canadiens,,,
15,8479315,Joey Anderson,Right Wing,Toronto Maple Leafs,,,
15,8479315,Joey Anderson,Right Wing,Chicago Blackhawks,,,
35,8478916,Joey Daccord,Goalie,Seattle Kraken,,,
74,8474590,John Carlson,Defenseman,Washington Capitals,8474590,-79,4
36,8476434,John Gibson,Goalie,Anaheim Ducks,,,
15,8477401,John Hayden,Center,Seattle Kraken,,,
3,8475906,John Klingberg,Defenseman,Anaheim Ducks,,,
3,8475906,John Klingberg,Defenseman,Minnesota Wild,,,
43,8481077,John Leonard,Left Wing,Nashville Predators,,,
6,8478507,John Marino,Defenseman,New Jersey Devils,,,
91,8475166,John Tavares,Center,Toronto Maple Leafs,,,
26,8480192,Johnathan Kovacevic,Defenseman,Montréal Canadiens,,,
13,8476346,Johnny Gaudreau,Left Wing,Columbus Blue Jackets,,,
32,8476903,Jon Gillies,Goalie,Columbus Blue Jackets,,,
4,8475750,Jon Merrill,Defenseman,Minnesota Wild,,,
42,8479981,Jonah Gadjovich,Left Wing,San Jose Sharks,,,
25,8476463,Jonas Brodin,Defenseman,Minnesota Wild,8476463,33,-4
31,8477992,Jonas Johansson,Goalie,Colorado Avalanche,,,
46,8480007,Jonas Rondbjerg,Right Wing,Vegas Golden Knights,,,
71,8478399,Jonas Siegenthaler,Defenseman,New Jersey Devils,,,
48,8481013,Jonatan Berggren,Right Wing,Detroit Red Wings,,,
27,8477494,Jonathan Drouin,Left Wing,Montréal Canadiens,,,
44,8480836,Jonathan Gruden,Center,Pittsburgh Penguins,8480836,-89,-3
10,8476456,Jonathan Huberdeau,Center,Calgary Flames,8476456,-68,-2
10,8476456,Jonathan Huberdeau,Center,Calgary Flames,8476456,73,-15
81,8476539,Jonathan Marchessault,Right Wing,Vegas Golden Knights,8476539,-81,10
32,8471734,Jonathan Quick,Goalie,Los Angeles Kings,,,
32,8471734,Jonathan Quick,Goalie,Vegas Golden Knights,,,
19,8473604,Jonathan Toews,Center,Chicago Blackhawks,,,
22,8477380,Jonny Brodzinski,Center,New York Rangers,,,
15,8479533,Joona Koppanen,Left Wing,Boston Bruins,,,
46,8481649,Joona Luoto,Left Wing,Columbus Blue Jackets,,,
70,8476914,Joonas Korpisalo,Goalie,Los Angeles Kings,,,
70,8476914,Joonas Korpisalo,Goalie,Columbus Blue Jackets,,,
50,8476412,Jordan Binnington,Goalie,St. Louis Blues,,,
7,8474586,Jordan Eberle,Right Wing,Seattle Kraken,,,
12,8478413,Jordan Greenway,Left Wing,Buffalo Sabres,,,
12,8478413,Jordan Greenway,Left Wing,Minnesota Wild,,,
46,8480913,Jordan Gross,Defenseman,Nashville Predators,,,
54,8480887,Jordan Harris,Defenseman,Montréal Canadiens,,,
25,8479385,Jordan Kyrou,Center,St. Louis Blues,8479385,-36,1
48,8476921,Jordan Martinook,Left Wing,Carolina Hurricanes,,,
82,8477851,Jordan Oesterle,Defenseman,Detroit Red Wings,8477851,-38,-20
53,8481606,Jordan Spence,Defenseman,Los Angeles Kings,,,
11,8473533,Jordan Staal,Center,Carolina Hurricanes,,,
18,8474818,Jordie Benn,Defenseman,Toronto Maple Leafs,,,
56,8476390,Joseph Cramarossa,Center,Minnesota Wild,,,
60,8479361,Joseph Woll,Goalie,Toronto Maple Leafs,,,
17,8476981,Josh Anderson,Right Wing,Montréal Canadiens,8476981,88,1
17,8476981,Josh Anderson,Right Wing,Montréal Canadiens,8476981,-65,19
15,8476326,Josh Archibald,Right Wing,Pittsburgh Penguins,,,
12,8474573,Josh Bailey,Right Wing,New York Islanders,,,
3,8477384,Josh Brown,Defenseman,Arizona Coyotes,,,
21,8482623,Josh Dunne,Center,Columbus Blue Jackets,,,
17,8476410,Josh Leivo,Left Wing,St. Louis Blues,,,
28,8479372,Josh Mahura,Defenseman,Florida Panthers,,,
42,8476312,Josh Manson,Defenseman,Colorado Avalanche,,,
44,8477504,Josh Morrissey,Defenseman,Winnipeg Jets,,,
9,8480064,Josh Norris,Center,Ottawa Senators,,,
16,8476915,Jujhar Khaira,Left Wing,Chicago Blackhawks,8476915,82,-5
16,8476915,Jujhar Khaira,Left Wing,Chicago Blackhawks,8476915,84,0
16,8479328,Julien Gauthier,Right Wing,New York Rangers,8479328,-61,-20
16,8479328,Julien Gauthier,Right Wing,Ottawa Senators,8479328,-61,-20
20,8483515,Juraj Slafkovsky,Left Wing,Montréal Canadiens,8483515,-76,2
52,8482111,Justin Barron,Defenseman,Montréal Canadiens,,,
61,8474027,Justin Braun,Defenseman,Philadelphia Flyers,,,
17,8479941,Justin Danforth,Right Wing,Columbus Blue Jackets,8479941,-87,-8
72,8475753,Justin Faulk,Defenseman,St. Louis Blues,,,
3,8475718,Justin Holl,Defenseman,Toronto Maple Leafs,,,
25,8477993,Justin Kirkland,Center,Anaheim Ducks,,,
36,8482179,Justin Richards,Center,Columbus Blue Jackets,,,
4,8474602,Justin Schultz,Defenseman,Seattle Kraken,,,
60,8481020,Justus Annunen,Goalie,Colorado Avalanche,,,
74,8477424,Juuse Saros,Goalie,Nashville Predators,,,
75,8481704,Juuso Parssinen,Center,Nashville Predators,,,
4,8479976,Juuso Valimaki,Defenseman,Arizona Coyotes,,,
36,8478039,Kaapo Kahkonen,Goalie,San Jose Sharks,,,
24,8481554,Kaapo Kakko,Right Wing,New York Rangers,8481554,-83,11
6,8481527,Kaedan Korczak,Defenseman,Vegas Golden Knights,,,
21,8482087,Kaiden Guhle,Defenseman,Montréal Canadiens,8482087,-67,6
56,8479977,Kailer Yamamoto,Right Wing,Edmonton Oilers,8479977,-82,-9
56,8479977,Kailer Yamamoto,Right Wing,Edmonton Oilers,8479977,83,-10
38,8479348,Kale Clague,Defenseman,Buffalo Sabres,,,
79,8480817,K'Andre Miller,Defenseman,New York Rangers,,,
70,8478872,Karel Vejmelka,Goalie,Arizona Coyotes,,,
46,8480901,Karson Kuhlman,Center,Winnipeg Jets,,,
46,8480901,Karson Kuhlman,Center,Seattle Kraken,,,
42,8477953,Kasperi Kapanen,Right Wing,Pittsburgh Penguins,,,
42,8477953,Kasperi Kapanen,Right Wing,St. Louis Blues,,,
55,8478434,Keegan Kolesar,Right Wing,Vegas Golden Knights,,,
30,8476234,Keith Kinkaid,Goalie,Boston Bruins,,,
30,8476234,Keith Kinkaid,Goalie,Colorado Avalanche,,,
91,8482660,Kent Johnson,Center,Columbus Blue Jackets,,,
88,8480860,Kevin Bahl,Defenseman,New Jersey Devils,,,
22,8477942,Kevin Fiala,Left Wing,Los Angeles Kings,,,
5,8475857,Kevin Gravel,Defenseman,Nashville Predators,,,
12,8475763,Kevin Hayes,Right Wing,Philadelphia Flyers,,,
62,8478099,Kevin Labanc,Right Wing,San Jose Sharks,,,
32,8480947,Kevin Lankinen,Goalie,Nashville Predators,,,
30,8480867,Kevin Mandolese,Goalie,Ottawa Senators,,,
21,8479291,Kevin Rooney,Center,Calgary Flames,,,
12,8474031,Kevin Shattenkirk,Defenseman,Anaheim Ducks,,,
82,8478831,Kevin Stenlund,Center,Winnipeg Jets,8478831,-85,3
44,8480748,Kiefer Sherwood,Left Wing,Nashville Predators,,,
20,8479356,Kieffer Bellows,Left Wing,New York Islanders,8479356,-85,-1
20,8479356,Kieffer Bellows,Left Wing,Philadelphia Flyers,8479356,-85,-1
77,8481523,Kirby Dach,Center,Montréal Canadiens,,,
97,8478864,Kirill Kaprizov,Left Wing,Minnesota Wild,8478864,-84,6
97,8478864,Kirill Kaprizov,Left Wing,Minnesota Wild,8478864,-62,1
86,8480893,Kirill Marchenko,Right Wing,Columbus Blue Jackets,,,
24,8480011,Klim Kostin,Center,Edmonton Oilers,,,
58,8471724,Kris Letang,Defenseman,Pittsburgh Penguins,,,
87,8480443,Kristian Reichel,Center,Winnipeg Jets,,,
56,8477073,Kurtis MacDermid,Defenseman,Colorado Avalanche,8477073,-83,4
4,8477335,Kyle Burroughs,Defenseman,Vancouver Canucks,8477335,-72,9
77,8478476,Kyle Capobianco,Defenseman,Winnipeg Jets,8478476,-60,16
43,8475160,Kyle Clifford,Left Wing,Toronto Maple Leafs,8475160,,
81,8478398,Kyle Connor,Left Wing,Winnipeg Jets,8478398,-71,18
41,8479304,Kyle Criscuolo,Center,San Jose Sharks,,,
21,8473449,Kyle Okposo,Right Wing,Buffalo Sabres,,,
21,8475151,Kyle Palmieri,Center,New York Islanders,,,
19,8478967,Lane Pederson,Center,Vancouver Canucks,,,
19,8478967,Lane Pederson,Center,Columbus Blue Jackets,,,
20,8474189,Lars Eller,Center,Washington Capitals,,,
20,8474189,Lars Eller,Center,Colorado Avalanche,,,
60,8481575,Lassi Thomson,Defenseman,Ottawa Senators,,,
39,8476316,Laurent Brossoit,Goalie,Vegas Golden Knights,,,
26,8477460,Laurent Dauphin,Center,Arizona Coyotes,,,
20,8480935,Lawrence Pilut,Defenseman,Buffalo Sabres,,,
67,8478474,Lawson Crouse,Left Wing,Arizona Coyotes,8478474,,
35,8482447,Leevi Merilainen,Goalie,Ottawa Senators,,,
29,8477934,Leon Draisaitl,Center,Edmonton Oilers,,,
19,8480853,Liam Foudy,Center,Columbus Blue Jackets,,,
38,8477070,Liam O'Brien,Center,Arizona Coyotes,,,
24,8480072,Lias Andersson,Center,Los Angeles Kings,,,
25,8479333,Libor Hajek,Defenseman,New York Rangers,,,
35,8476999,Linus Ullmark,Goalie,Boston Bruins,,,
,8479366,Logan Brown,Center,St. Louis Blues,,,
39,8474053,Logan Couture,Center,San Jose Sharks,,,
25,8481186,Logan O'Connor,Right Wing,Colorado Avalanche,,,
64,8479378,Logan Stanley,Defenseman,Winnipeg Jets,,,
36,8480313,Logan Thompson,Goalie,Vegas Golden Knights,,,
32,8479523,Lucas Carlsson,Defenseman,Florida Panthers,8479523,-23,-35
82,8483549,Lucas Condotta,Left Wing,Montréal Canadiens,,,
46,8479321,Lucas Johansen,Defenseman,Washington Capitals,,,
23,8482078,Lucas Raymond,Left Wing,Detroit Red Wings,,,
1,8480843,Lukas Dostal,Goalie,Anaheim Ducks,,,
27,8482117,Lukas Reichel,Left Wing,Chicago Blackhawks,,,
13,8481751,Lukas Rousek,Right Wing,Buffalo Sabres,,,
23,8476310,Lukas Sedlak,Center,Philadelphia Flyers,,,
23,8476310,Lukas Sedlak,Center,Colorado Avalanche,,,
77,8482146,Luke Evangelista,Right Wing,Nashville Predators,,,
11,8476822,Luke Glendening,Center,Dallas Stars,8476822,66,0
43,8482684,Luke Hughes,Defenseman,New Jersey Devils,,,
11,8479316,Luke Kunin,Center,San Jose Sharks,,,
39,8478224,Luke Philp,Center,Chicago Blackhawks,,,
2,8474568,Luke Schenn,Defenseman,Toronto Maple Leafs,,,
2,8474568,Luke Schenn,Defenseman,Vancouver Canucks,,,
81,8480439,Mac Hollowell,Defenseman,Toronto Maple Leafs,,,
29,8478406,Mackenzie Blackwood,Goalie,New Jersey Devils,,,
58,8480025,MacKenzie Entwistle,Right Wing,Chicago Blackhawks,8480025,65,25
28,8476907,Mackenzie MacEachern,Left Wing,Carolina Hurricanes,,,
52,8477346,MacKenzie Weegar,Defenseman,Calgary Flames,,,
40,8481544,Mads Sogaard,Goalie,Ottawa Senators,,,
45,8476433,Magnus Hellberg,Goalie,Ottawa Senators,,,
45,8476433,Magnus Hellberg,Goalie,Detroit Red Wings,,,
26,8483397,Marc McLaughlin,Center,Boston Bruins,,,
18,8471686,Marc Staal,Defenseman,Florida Panthers,,,
29,8470594,Marc-Andre Fleury,Goalie,Minnesota Wild,,,
44,8471709,Marc-Edouard Vlasic,Defenseman,San Jose Sharks,8471709,70,2
92,8483464,Marco Kasper,Center,Detroit Red Wings,,,
23,8482079,Marco Rossi,Center,Minnesota Wild,,,
6,8474618,Marco Scandella,Defenseman,St. Louis Blues,,,
47,8483620,Marcus Bjork,Defenseman,Columbus Blue Jackets,,,
17,8475220,Marcus Foligno,Left Wing,Minnesota Wild,,,
90,8475149,Marcus Johansson,Left Wing,Washington Capitals,,,
90,8475149,Marcus Johansson,Left Wing,Minnesota Wild,,,
28,8477969,Marcus Pettersson,Defenseman,Pittsburgh Penguins,,,
43,8480226,Marián Studenic,Right Wing,Dallas Stars,,,
38,8479983,Mario Ferraro,Defenseman,San Jose Sharks,,,
90,8474697,Mark Borowiecki,Defenseman,Nashville Predators,,,
52,8478017,Mark Friedman,Defenseman,Pittsburgh Penguins,,,
55,8470966,Mark Giordano,Defenseman,Toronto Maple Leafs,,,
17,8476873,Mark Jankowski,Center,Nashville Predators,,,
12,8480355,Mark Kastelic,Center,Ottawa Senators,,,
55,8476460,Mark Scheifele,Center,Winnipeg Jets,,,
61,8475913,Mark Stone,Right Wing,Vegas Golden Knights,,,
80,8479338,Markus Niemelainen,Defenseman,Edmonton Oilers,,,
42,8480796,Martin Fehervary,Defenseman,Washington Capitals,,,
31,8474889,Martin Jones,Goalie,Seattle Kraken,,,
87,8480822,Martin Kaut,Right Wing,Colorado Avalanche,,,
87,8480822,Martin Kaut,Right Wing,San Jose Sharks,,,
88,8480039,Martin Necas,Center,Carolina Hurricanes,,,
22,8478891,Mason Appleton,Center,Winnipeg Jets,,,
27,8478975,Mason Marchment,Left Wing,Dallas Stars,8478975,-69,-9
,8482745,Mason McTavish,Center,Anaheim Ducks,,,
15,8479972,Mason Shaw,Center,Minnesota Wild,,,
25,8481712,Matej Blumel,Right Wing,Dallas Stars,8481712,,
25,8481712,Matej Blumel,Right Wing,Dallas Stars,8481712,81,-5
13,8478445,Mathew Barzal,Center,New York Islanders,,,
21,8478472,Mathieu Joseph,Right Wing,Ottawa Senators,8478472,-64,-23
21,8478472,Mathieu Joseph,Right Wing,Ottawa Senators,8478472,-68,-14
24,8479671,Mathieu Olivier,Right Wing,Columbus Blue Jackets,,,
63,8481711,Matias Maccelli,Left Wing,Arizona Coyotes,8481711,,
36,8475692,Mats Zuccarello,Right Wing,Minnesota Wild,,,
5,8476988,Matt Benning,Defenseman,San Jose Sharks,,,
12,8481557,Matt Boldy,Left Wing,Minnesota Wild,,,
39,8482679,Matt Coronato,Right Wing,Calgary Flames,8482679,-84,6
39,8482679,Matt Coronato,Right Wing,Calgary Flames,8482679,68,1
39,8482679,Matt Coronato,Right Wing,Calgary Flames,8482679,-66,14
95,8475168,Matt Duchene,Center,Nashville Predators,,,
24,8476856,Matt Dumba,Defenseman,Minnesota Wild,,,
48,8476891,Matt Grzelcyk,Defenseman,Boston Bruins,,,
52,8475625,Matt Irwin,Defenseman,Washington Capitals,,,
3,8482641,Matt Kiersted,Defenseman,Florida Panthers,,,
22,8479644,Matt Luff,Right Wing,Detroit Red Wings,,,
17,8474709,Matt Martin,Left Wing,New York Islanders,,,
30,8476899,Matt Murray,Goalie,Toronto Maple Leafs,,,
32,8483575,Matt Murray,Goalie,Dallas Stars,,,
83,8476442,Matt Nieto,Left Wing,Colorado Avalanche,,,
83,8476442,Matt Nieto,Left Wing,San Jose Sharks,,,
3,8478911,Matt Roy,Defenseman,Los Angeles Kings,,,
,8483158,Matthew Berlin,Goalie,Edmonton Oilers,,,
15,8478146,Matthew Highmore,Center,St. Louis Blues,,,
51,8482516,Matthew Kessel,Defenseman,St. Louis Blues,,,
23,8482720,Matthew Knies,Left Wing,Toronto Maple Leafs,8482720,-55,-2
23,8482720,Matthew Knies,Left Wing,Toronto Maple Leafs,8482720,89,-3
45,8479547,Matthew Phillips,Right Wing,Calgary Flames,8479547,-85,-18
19,8479314,Matthew Tkachuk,Left Wing,Florida Panthers,,,
14,8475218,Mattias Ekholm,Defenseman,Nashville Predators,,,
14,8475218,Mattias Ekholm,Defenseman,Edmonton Oilers,,,
13,8477406,Mattias Janmark,Center,Edmonton Oilers,,,
23,8480807,Mattias Samuelsson,Defenseman,Buffalo Sabres,,,
10,8482665,Matty Beniers,Center,Seattle Kraken,8482665,-75,6
44,8480031,Max Comtois,Left Wing,Anaheim Ducks,,,
11,8477503,Max Domi,Center,Chicago Blackhawks,8477503,,
11,8477503,Max Domi,Center,Dallas Stars,8477503,,
49,8479368,Max Jones,Left Wing,Anaheim Ducks,8479368,,
48,8479320,Max Lajoie,Defenseman,Carolina Hurricanes,,,
67,8474157,Max Pacioretty,Left Wing,Carolina Hurricanes,,,
71,8478051,Max Willman,Center,Philadelphia Flyers,,,
50,8481679,Maxence Guenette,Defenseman,Ottawa Senators,,,
22,8478020,Michael Amadio,Right Wing,Vegas Golden Knights,,,
58,8478047,Michael Bunting,Left Wing,Toronto Maple Leafs,8478047,-1,-40
58,8478047,Michael Bunting,Left Wing,Toronto Maple Leafs,8478047,80,0
53,8479619,Michael Carcone,Left Wing,Arizona Coyotes,8479619,,
