jerseyNumber,person.id,person.fullName,team_name,goals
26.0,8476918.0,Jimmy Vesey,New York Rangers,0
30.0,8480238.0,Jiri Patera,Vegas Golden Knights,0
13.0,8484314.0,Jiri Smejkal,Ottawa Senators,1
16.0,8470794.0,Joe Pavelski,Dallas Stars,1
91.0,8481441.0,Joe Snively,Washington Capitals,0
90.0,8480813.0,Joe Veleno,Detroit Red Wings,0
40.0,8476469.0,Joel Armia,Montréal Canadiens,0
6.0,8476441.0,Joel Edmundson,Washington Capitals,0
14.0,8478493.0,Joel Eriksson Ek,Minnesota Wild,0
86.0,8480797.0,Joel Farabee,Philadelphia Flyers,2
44.0,8477810.0,Joel Hanley,Dallas Stars,0
30.0,8480981.0,Joel Hofer,St. Louis Blues,0
15.0,8479315.0,Joey Anderson,Chicago Blackhawks,0
35.0,8478916.0,Joey Daccord,Seattle Kraken,0
19.0,8481556.0,John Beecher,Boston Bruins,1
74.0,8474590.0,John Carlson,Washington Capitals,2
36.0,8476434.0,John Gibson,Anaheim Ducks,0
15.0,8477401.0,John Hayden,Seattle Kraken,0
3.0,8475906.0,John Klingberg,Toronto Maple Leafs,0
31.0,8482571.0,John Lethemon,Detroit Red Wings,0
53.0,8481206.0,John Ludvig,Florida Panthers,0
6.0,8478507.0,John Marino,New Jersey Devils,2
91.0,8475166.0,John Tavares,Toronto Maple Leafs,2
26.0,8480192.0,Johnathan Kovacevic,Montréal Canadiens,1
13.0,8476346.0,Johnny Gaudreau,Columbus Blue Jackets,1
4.0,8475750.0,Jon Merrill,Minnesota Wild,0
25.0,8476463.0,Jonas Brodin,Minnesota Wild,1
31.0,8477992.0,Jonas Johansson,Tampa Bay Lightning,0
71.0,8478399.0,Jonas Siegenthaler,New Jersey Devils,0
48.0,8481013.0,Jonatan Berggren,Detroit Red Wings,0
27.0,8477494.0,Jonathan Drouin,Colorado Avalanche,0
10.0,8476456.0,Jonathan Huberdeau,Calgary Flames,2
81.0,8476539.0,Jonathan Marchessault,Vegas Golden Knights,1
32.0,8471734.0,Jonathan Quick,New York Rangers,0
22.0,8477380.0,Jonny Brodzinski,New York Rangers,0
15.0,8479533.0,Joona Koppanen,Pittsburgh Penguins,0
70.0,8476914.0,Joonas Korpisalo,Ottawa Senators,0
50.0,8476412.0,Jordan Binnington,St. Louis Blues,0
69.0,8483688.0,Jordan Dumais,Columbus Blue Jackets,1
7.0,8474586.0,Jordan Eberle,Seattle Kraken,0
12.0,8478413.0,Jordan Greenway,Buffalo Sabres,0
54.0,8480887.0,Jordan Harris,Montréal Canadiens,0
25.0,8479385.0,Jordan Kyrou,St. Louis Blues,1
48.0,8476921.0,Jordan Martinook,Carolina Hurricanes,0
82.0,8477851.0,Jordan Oesterle,Calgary Flames,1
53.0,8481606.0,Jordan Spence,Los Angeles Kings,0
11.0,8473533.0,Jordan Staal,Carolina Hurricanes,0
60.0,8479361.0,Joseph Woll,Toronto Maple Leafs,0
17.0,8476981.0,Josh Anderson,Montréal Canadiens,3
3.0,8477384.0,Josh Brown,Arizona Coyotes,0
21.0,8482623.0,Josh Dunne,Columbus Blue Jackets,0
28.0,8479372.0,Josh Mahura,Florida Panthers,0
42.0,8476312.0,Josh Manson,Colorado Avalanche,0
44.0,8477504.0,Josh Morrissey,Winnipeg Jets,0
9.0,8480064.0,Josh Norris,Ottawa Senators,0
16.0,8476915.0,Jujhar Khaira,Minnesota Wild,2
16.0,8479328.0,Julien Gauthier,New York Islanders,1
20.0,8483515.0,Juraj Slafkovsky,Montréal Canadiens,1
52.0,8482111.0,Justin Barron,Montréal Canadiens,0
17.0,8479941.0,Justin Danforth,Columbus Blue Jackets,2
73.0,8475413.0,Justin Dowling,New Jersey Devils,0
62.0,8482919.0,Justin Ertel,Dallas Stars,0
72.0,8475753.0,Justin Faulk,St. Louis Blues,0
3.0,8475718.0,Justin Holl,Detroit Red Wings,0
46.0,8482785.0,Justin Robidas,Carolina Hurricanes,0
4.0,8474602.0,Justin Schultz,Seattle Kraken,0
24.0,8482088.0,Justin Sourdif,Florida Panthers,0
60.0,8481020.0,Justus Annunen,Colorado Avalanche,0
74.0,8477424.0,Juuse Saros,Nashville Predators,0
75.0,8481704.0,Juuso Parssinen,Nashville Predators,0
4.0,8479976.0,Juuso Valimaki,Arizona Coyotes,0
79.0,8480817.0,K'Andre Miller,New York Rangers,0
36.0,8478039.0,Kaapo Kahkonen,San Jose Sharks,0
24.0,8481554.0,Kaapo Kakko,New York Rangers,1
6.0,8481527.0,Kaedan Korczak,Vegas Golden Knights,0
21.0,8482087.0,Kaiden Guhle,Montréal Canadiens,1
56.0,8479977.0,Kailer Yamamoto,Seattle Kraken,3
38.0,8479348.0,Kale Clague,Buffalo Sabres,0
70.0,8478872.0,Karel Vejmelka,Arizona Coyotes,0
46.0,8480901.0,Karson Kuhlman,New York Islanders,0
42.0,8477953.0,Kasperi Kapanen,St. Louis Blues,0
55.0,8478434.0,Keegan Kolesar,Vegas Golden Knights,0
30.0,8476234.0,Keith Kinkaid,New Jersey Devils,0
50.0,8478965.0,Kenneth Appleby,New York Islanders,0
91.0,8482660.0,Kent Johnson,Columbus Blue Jackets,0
88.0,8480860.0,Kevin Bahl,New Jersey Devils,0
22.0,8477942.0,Kevin Fiala,Los Angeles Kings,0
12.0,8475763.0,Kevin Hayes,St. Louis Blues,0
55.0,8483466.0,Kevin Korchinski,Chicago Blackhawks,0
62.0,8478099.0,Kevin Labanc,San Jose Sharks,0
32.0,8480947.0,Kevin Lankinen,Nashville Predators,0
21.0,8479291.0,Kevin Rooney,Calgary Flames,0
12.0,8474031.0,Kevin Shattenkirk,Boston Bruins,0
82.0,8478831.0,Kevin Stenlund,Florida Panthers,1
82.0,8478831.0,Kevin Stenlund,Florida Panthers,1
44.0,8480748.0,Kiefer Sherwood,Nashville Predators,0
77.0,8481523.0,Kirby Dach,Montréal Canadiens,1
97.0,8478864.0,Kirill Kaprizov,Minnesota Wild,2
86.0,8480893.0,Kirill Marchenko,Columbus Blue Jackets,1
24.0,8480011.0,Klim Kostin,Detroit Red Wings,0
73.0,8479986.0,Kole Lind,Seattle Kraken,0
58.0,8471724.0,Kris Letang,Pittsburgh Penguins,0
56.0,8477073.0,Kurtis MacDermid,Colorado Avalanche,1
4.0,8477335.0,Kyle Burroughs,San Jose Sharks,1
77.0,8478476.0,Kyle Capobianco,Winnipeg Jets,1
43.0,8475160.0,Kyle Clifford,Toronto Maple Leafs,1
81.0,8478398.0,Kyle Connor,Winnipeg Jets,1
52.0,8481237.0,Kyle MacLean,New York Islanders,0
40.0,8483799.0,Kyle McDonald,Dallas Stars,1
21.0,8473449.0,Kyle Okposo,Buffalo Sabres,0
21.0,8475151.0,Kyle Palmieri,New York Islanders,0
19.0,8478967.0,Lane Pederson,Edmonton Oilers,0
20.0,8474189.0,Lars Eller,Pittsburgh Penguins,0
29.0,8481575.0,Lassi Thomson,Anaheim Ducks,0
39.0,8476316.0,Laurent Brossoit,Winnipeg Jets,0
67.0,8478474.0,Lawson Crouse,Arizona Coyotes,1
37.0,8484153.0,Leo Carlsson,Anaheim Ducks,0
29.0,8477934.0,Leon Draisaitl,Edmonton Oilers,0
72.0,8480219.0,Leon Gawanke,San Jose Sharks,0
19.0,8480853.0,Liam Foudy,Columbus Blue Jackets,0
38.0,8477070.0,Liam O'Brien,Arizona Coyotes,0
6.0,8483425.0,Lian Bichsel,Dallas Stars,0
35.0,8476999.0,Linus Ullmark,Boston Bruins,0
92.0,8483431.0,Logan Cooley,Arizona Coyotes,1
92.0,8483431.0,Logan Cooley,Arizona Coyotes,1
39.0,8474053.0,Logan Couture,San Jose Sharks,0
25.0,8481186.0,Logan O'Connor,Colorado Avalanche,0
11.0,8482702.0,Logan Stankoven,Dallas Stars,2
64.0,8479378.0,Logan Stanley,Winnipeg Jets,0
36.0,8480313.0,Logan Thompson,Vegas Golden Knights,0
74.0,8482889.0,Lucas Ciona,Calgary Flames,0
46.0,8479321.0,Lucas Johansen,Washington Capitals,0
23.0,8482078.0,Lucas Raymond,Detroit Red Wings,0
1.0,8480843.0,Lukas Dostal,Anaheim Ducks,0
27.0,8482117.0,Lukas Reichel,Chicago Blackhawks,0
13.0,8481751.0,Lukas Rousek,Buffalo Sabres,0
77.0,8482146.0,Luke Evangelista,Nashville Predators,0
11.0,8476822.0,Luke Glendening,Tampa Bay Lightning,1
61.0,8480869.0,Luke Henman,Seattle Kraken,0
43.0,8482684.0,Luke Hughes,New Jersey Devils,0
11.0,8479316.0,Luke Kunin,San Jose Sharks,0
39.0,8478224.0,Luke Philp,Chicago Blackhawks,0
2.0,8474568.0,Luke Schenn,Nashville Predators,0
58.0,8480025.0,MacKenzie Entwistle,Chicago Blackhawks,1
52.0,8477346.0,MacKenzie Weegar,Calgary Flames,0
29.0,8478406.0,Mackenzie Blackwood,San Jose Sharks,0
28.0,8476907.0,Mackenzie MacEachern,St. Louis Blues,0
25.0,8482713.0,Mackie Samoskevich,Florida Panthers,3
40.0,8481544.0,Mads Sogaard,Ottawa Senators,0
45.0,8476433.0,Magnus Hellberg,Pittsburgh Penguins,0
32.0,8476876.0,Malcolm Subban,St. Louis Blues,0
7.0,8481743.0,Marc Del Gaizo,Nashville Predators,0
26.0,8483397.0,Marc McLaughlin,Boston Bruins,0
18.0,8471686.0,Marc Staal,Philadelphia Flyers,0
29.0,8470594.0,Marc-Andre Fleury,Minnesota Wild,0
44.0,8471709.0,Marc-Edouard Vlasic,San Jose Sharks,1
92.0,8483464.0,Marco Kasper,Detroit Red Wings,0
23.0,8482079.0,Marco Rossi,Minnesota Wild,0
6.0,8474618.0,Marco Scandella,St. Louis Blues,0
47.0,8483620.0,Marcus Bjork,Columbus Blue Jackets,0
17.0,8475220.0,Marcus Foligno,Minnesota Wild,0
90.0,8475149.0,Marcus Johansson,Minnesota Wild,0
28.0,8477969.0,Marcus Pettersson,Pittsburgh Penguins,0
38.0,8479983.0,Mario Ferraro,San Jose Sharks,0
43.0,8480226.0,Marián Studenic,Seattle Kraken,0
52.0,8478017.0,Mark Friedman,Pittsburgh Penguins,0
55.0,8470966.0,Mark Giordano,Toronto Maple Leafs,0
17.0,8476873.0,Mark Jankowski,Nashville Predators,0
12.0,8480355.0,Mark Kastelic,Ottawa Senators,0
55.0,8476460.0,Mark Scheifele,Winnipeg Jets,0
61.0,8475913.0,Mark Stone,Vegas Golden Knights,0
80.0,8479338.0,Markus Niemelainen,Edmonton Oilers,0
42.0,8480796.0,Martin Fehervary,Washington Capitals,0
31.0,8474889.0,Martin Jones,Toronto Maple Leafs,0
88.0,8480039.0,Martin Necas,Carolina Hurricanes,0
76.0,8481028.0,Martin Pospisil,Calgary Flames,0
22.0,8478891.0,Mason Appleton,Winnipeg Jets,0
6.0,8482511.0,Mason Lohrei,Boston Bruins,1
27.0,8478975.0,Mason Marchment,Dallas Stars,1
23.0,8482745.0,Mason McTavish,Anaheim Ducks,0
25.0,8481712.0,Matej Blumel,Dallas Stars,2
13.0,8478445.0,Mathew Barzal,New York Islanders,2
78.0,8481041.0,Mathias Emilio Pettersen,Calgary Flames,0
58.0,8481000.0,Mathias Laferriere,St. Louis Blues,0
21.0,8478472.0,Mathieu Joseph,Ottawa Senators,2
24.0,8479671.0,Mathieu Olivier,Columbus Blue Jackets,0
63.0,8481711.0,Matias Maccelli,Arizona Coyotes,1
36.0,8475692.0,Mats Zuccarello,Minnesota Wild,0
5.0,8476988.0,Matt Benning,San Jose Sharks,0
12.0,8481557.0,Matt Boldy,Minnesota Wild,0
39.0,8482679.0,Matt Coronato,Calgary Flames,4
95.0,8475168.0,Matt Duchene,Dallas Stars,0
24.0,8476856.0,Matt Dumba,Arizona Coyotes,0
48.0,8476891.0,Matt Grzelcyk,Boston Bruins,0
3.0,8482641.0,Matt Kiersted,Florida Panthers,0
22.0,8479644.0,Matt Luff,Detroit Red Wings,0
17.0,8474709.0,Matt Martin,New York Islanders,0
83.0,8476442.0,Matt Nieto,Pittsburgh Penguins,0
3.0,8478911.0,Matt Roy,Los Angeles Kings,0
93.0,8483512.0,Matt Savoie,Buffalo Sabres,0
90.0,8477035.0,Matt Tomkins,Tampa Bay Lightning,0
15.0,8478146.0,Matthew Highmore,Ottawa Senators,0
51.0,8482516.0,Matthew Kessel,St. Louis Blues,0
23.0,8482720.0,Matthew Knies,Toronto Maple Leafs,2
48.0,8483062.0,Matthew Maggio,New York Islanders,0
45.0,8479547.0,Matthew Phillips,Washington Capitals,2
51.0,8483505.0,Matthew Poitras,Boston Bruins,2
19.0,8479314.0,Matthew Tkachuk,Florida Panthers,0
14.0,8475218.0,Mattias Ekholm,Edmonton Oilers,0
13.0,8477406.0,Mattias Janmark,Edmonton Oilers,1
59.0,8481555.0,Mattias Norlinder,Montréal Canadiens,1
23.0,8480807.0,Mattias Samuelsson,Buffalo Sabres,0
10.0,8482665.0,Matty Beniers,Seattle Kraken,1
22.0,8482145.0,Mavrik Bourque,Dallas Stars,0
11.0,8477503.0,Max Domi,Toronto Maple Leafs,2
49.0,8479368.0,Max Jones,Anaheim Ducks,1
48.0,8479320.0,Max Lajoie,Toronto Maple Leafs,0
71.0,8476323.0,Max McCormick,Seattle Kraken,0
67.0,8474157.0,Max Pacioretty,Washington Capitals,0
50.0,8481679.0,Maxence Guenette,Ottawa Senators,0
22.0,8478020.0,Michael Amadio,Vegas Golden Knights,0
58.0,8478047.0,Michael Bunting,Carolina Hurricanes,2
53.0,8479619.0,Michael Carcone,Arizona Coyotes,1
23.0,8479591.0,Michael Eyssimont,Tampa Bay Lightning,0
47.0,8477446.0,Michael McCarron,Nashville Predators,0
20.0,8479415.0,Michael McLeod,New Jersey Devils,2
55.0,8479543.0,Michael Pezzetta,Montréal Canadiens,0
27.0,8479992.0,Michael Rasmussen,Detroit Red Wings,3
23.0,8475958.0,Michael Sgarbossa,Washington Capitals,0
93.0,8476459.0,Mika Zibanejad,New York Rangers,0
11.0,8474150.0,Mikael Backlund,Calgary Flames,2
64.0,8475798.0,Mikael Granlund,San Jose Sharks,0
68.0,8474884.0,Mike Hoffman,San Jose Sharks,0
8.0,8476875.0,Mike Matheson,Montréal Canadiens,0
6.0,8476422.0,Mike Reilly,Florida Panthers,0
44.0,8479998.0,Mikey Anderson,Los Angeles Kings,0
98.0,8479410.0,Mikhail Sergachev,Tampa Bay Lightning,0
84.0,8481614.0,Mikko Kokkonen,Toronto Maple Leafs,1
96.0,8478420.0,Mikko Rantanen,Colorado Avalanche,0
17.0,8473473.0,Milan Lucic,Boston Bruins,1
28.0,8477425.0,Miles Wood,Colorado Avalanche,0
4.0,8480036.0,Miro Heiskanen,Dallas Stars,0
42.0,8480761.0,Mitch Reinke,Seattle Kraken,0
16.0,8478483.0,Mitchell Marner,Toronto Maple Leafs,1
64.0,8483618.0,Mitchell Russell,San Jose Sharks,0
36.0,8480289.0,Morgan Barron,Winnipeg Jets,1
48.0,8480028.0,Morgan Frost,Philadelphia Flyers,1
39.0,8479987.0,Morgan Geekie,Boston Bruins,1
44.0,8476853.0,Morgan Rielly,Toronto Maple Leafs,0
53.0,8481542.0,Moritz Seider,Detroit Red Wings,2
84.0,8479594.0,Nate Clurman,Colorado Avalanche,0
88.0,8477220.0,Nate Schmidt,Winnipeg Jets,0
14.0,8479414.0,Nathan Bastian,New Jersey Devils,0
29.0,8477492.0,Nathan MacKinnon,Colorado Avalanche,0
26.0,8477573.0,Nathan Walker,St. Louis Blues,0
91.0,8475172.0,Nazem Kadri,Calgary Flames,1
4.0,8480145.0,Neal Pionk,Winnipeg Jets,1
26.0,8475343.0,Nic Dowd,Washington Capitals,0
19.0,8477464.0,Nic Petan,Minnesota Wild,0
20.0,8477426.0,Nicholas Paul,Tampa Bay Lightning,1
89.0,8481582.0,Nicholas Robertson,Toronto Maple Leafs,1
17.0,8475760.0,Nick Bjugstad,Arizona Coyotes,0
77.0,8483565.0,Nick Blankenburg,Columbus Blue Jackets,0
12.0,8474009.0,Nick Bonino,New York Rangers,0
21.0,8476393.0,Nick Cousins,Florida Panthers,0
57.0,8480084.0,Nick DeSimone,Calgary Flames,0
17.0,8473422.0,Nick Foligno,Chicago Blackhawks,0
3.0,8475324.0,Nick Jensen,Washington Capitals,0
4.0,8475181.0,Nick Leddy,St. Louis Blues,0
48.0,8480246.0,Nick Perbix,Tampa Bay Lightning,0
8.0,8477951.0,Nick Schmaltz,Arizona Coyotes,0
24.0,8476372.0,Nick Seeler,Philadelphia Flyers,0
14.0,8480018.0,Nick Suzuki,Montréal Canadiens,1
19.0,8473563.0,Nicklas Backstrom,Washington Capitals,1
50.0,8482076.0,Nico Daws,New Jersey Devils,0
13.0,8480002.0,Nico Hischier,New Jersey Devils,0
7.0,8481477.0,Nico Sturm,San Jose Sharks,0
96.0,8477979.0,Nicolas Aube-Kubel,Washington Capitals,1
44.0,8475235.0,Nicolas Deslauriers,Philadelphia Flyers,0
14.0,8479980.0,Nicolas Hague,Vegas Golden Knights,1
10.0,8478462.0,Nicolas Roy,Vegas Golden Knights,0
59.0,8481543.0,Nikita Alexandrov,St. Louis Blues,0
86.0,8476453.0,Nikita Kucherov,Tampa Bay Lightning,1
62.0,8481754.0,Nikita Nesterenko,Anaheim Ducks,0
83.0,8481537.0,Nikita Okhotiuk,San Jose Sharks,0
16.0,8477507.0,Nikita Zadorov,Calgary Flames,0
22.0,8479458.0,Nikita Zaitsev,Chicago Blackhawks,0
77.0,8478859.0,Niko Mikkola,Florida Panthers,1
71.0,8481812.0,Nikolai Knyzhov,San Jose Sharks,0
27.0,8477940.0,Nikolaj Ehlers,Winnipeg Jets,0
88.0,8482496.0,Nils Aman,Vancouver Canucks,0
21.0,8481535.0,Nils Hoglander,Vancouver Canucks,0
5.0,8480878.0,Nils Lundkvist,Dallas Stars,1
62.0,8475799.0,Nino Niederreiter,Winnipeg Jets,0
27.0,8480220.0,Noah Cates,Philadelphia Flyers,0
8.0,8480865.0,Noah Dobson,New York Islanders,0
55.0,8478396.0,Noah Hanifin,Calgary Flames,1
47.0,8478454.0,Noah Juulsen,Vancouver Canucks,0
47.0,8483521.0,Noah Warren,Anaheim Ducks,0
55.0,8478569.0,Noel Acciari,Pittsburgh Penguins,0
38.0,8482080.0,Noel Gunler,Carolina Hurricanes,1
25.0,8481518.0,Nolan Foote,New Jersey Devils,0
51.0,8482803.0,Olen Zellweger,Anaheim Ducks,1
22.0,8477416.0,Oliver Bjorkstrand,Seattle Kraken,0
91.0,8475171.0,Oliver Ekman-Larsson,Florida Panthers,0
58.0,8478430.0,Oliver Kylington,Calgary Flames,0
26.0,8480789.0,Oliver Wahlstrom,New York Islanders,0
2.0,8476874.0,Olli Maatta,Detroit Red Wings,0
18.0,8476292.0,Ondrej Palat,New Jersey Devils,1
37.0,8480840.0,Oskar Back,Dallas Stars,0
23.0,8478067.0,Oskar Lindblom,San Jose Sharks,0
24.0,8482712.0,Oskar Olausson,Colorado Avalanche,2
62.0,8479546.0,Oskar Steen,Boston Bruins,1
70.0,8476897.0,Oskar Sundqvist,St. Louis Blues,2
36.0,8479526.0,Otto Koivula,New York Islanders,0
25.0,8482671.0,Owen Power,Buffalo Sabres,0
74.0,8480015.0,Owen Tippett,Philadelphia Flyers,0
73.0,8484135.0,Parker Ford,Winnipeg Jets,1
27.0,8480448.0,Parker Kelly,Ottawa Senators,1
29.0,8478450.0,Parker Wotherspoon,Boston Bruins,0
20.0,8474034.0,Pat Maroon,Minnesota Wild,0
38.0,8477887.0,Patrick Brown,Boston Bruins,0
29.0,8479339.0,Patrik Laine,Columbus Blue Jackets,2
43.0,8481032.0,Paul Cotter,Vegas Golden Knights,0
34.0,8476983.0,Paul LaDue,New York Islanders,0
89.0,8477402.0,Pavel Buchnevich,St. Louis Blues,1
16.0,8481604.0,Pavel Dorofeyev,Vegas Golden Knights,0
39.0,8480925.0,Pavel Francouz,Colorado Avalanche,0
34.0,8483490.0,Pavel Mintyukov,Anaheim Ducks,1
18.0,8478401.0,Pavel Zacha,Boston Bruins,0
40.0,8483630.0,Pavol Regenda,Anaheim Ducks,0
76.0,8483599.0,Peetro Seppala,Seattle Kraken,0
34.0,8475852.0,Petr Mrazek,Chicago Blackhawks,0
19.0,8481522.0,Peyton Krebs,Buffalo Sabres,1
29.0,8477831.0,Pheonix Copley,Los Angeles Kings,0
86.0,8481598.0,Philip Broberg,Edmonton Oilers,0
76.0,8480274.0,Philip Kemp,Edmonton Oilers,0
26.0,8481577.0,Philip Tomasino,Nashville Predators,1
31.0,8475831.0,Philipp Grubauer,Seattle Kraken,0
23.0,8480798.0,Philipp Kurashev,Chicago Blackhawks,1
24.0,8476479.0,Phillip Danault,Los Angeles Kings,0
34.0,8476858.0,Phillip Di Giuseppe,Vancouver Canucks,1
18.0,8478115.0,Pierre Engvall,New York Islanders,1
41.0,8477930.0,Pierre-Edouard Bellemare,Seattle Kraken,0
80.0,8479400.0,Pierre-Luc Dubois,Los Angeles Kings,0
73.0,8480058.0,Pierre-Olivier Joseph,Pittsburgh Penguins,1
24.0,8480459.0,Pius Suter,Vancouver Canucks,0
29.0,8480995.0,Pontus Holmberg,Toronto Maple Leafs,0
52.0,8481611.0,Pyotr Kochetkov,Carolina Hurricanes,0
43.0,8480800.0,Quinn Hughes,Vancouver Canucks,3
55.0,8482124.0,Quinton Byfield,Los Angeles Kings,0
12.0,8476889.0,Radek Faksa,Dallas Stars,0
51.0,8480160.0,Radim Simek,San Jose Sharks,0
63.0,8482241.0,Radim Zohorna,Pittsburgh Penguins,1
7.0,8475462.0,Radko Gudas,Anaheim Ducks,0
49.0,8481093.0,Rafael Harvey-Pinard,Montréal Canadiens,0
62.0,8481534.0,Raphael Lavoie,Edmonton Oilers,1
4.0,8478397.0,Rasmus Andersson,Calgary Flames,0
26.0,8480839.0,Rasmus Dahlin,Buffalo Sabres,0
15.0,8480845.0,Rasmus Kupari,Winnipeg Jets,0
55.0,8477499.0,Rasmus Ristolainen,Philadelphia Flyers,0
38.0,8480873.0,Rasmus Sandin,Washington Capitals,1
39.0,8481666.0,Reece Newkirk,New York Islanders,0
52.0,8481147.0,Reese Johnson,Chicago Blackhawks,0
19.0,8475191.0,Reilly Smith,Pittsburgh Penguins,0
92.0,8480054.0,Reilly Walsh,Boston Bruins,0
16.0,8479514.0,Rem Pitlick,Pittsburgh Penguins,0
31.0,8482465.0,Remi Poirier,Dallas Stars,0
67.0,8476483.0,Rickard Rakell,Pittsburgh Penguins,1
71.0,8482092.0,Ridly Greig,Ottawa Senators,1
13.0,8480988.0,Riley Damiani,Dallas Stars,0
61.0,8479388.0,Riley Stillman,Buffalo Sabres,1
15.0,8479362.0,Riley Tufte,Colorado Avalanche,3
14.0,8477952.0,Robby Fabbri,Detroit Red Wings,2
41.0,8474145.0,Robert Bortuzzo,St. Louis Blues,0
18.0,8477462.0,Robert Hagg,Anaheim Ducks,1
18.0,8480023.0,Robert Thomas,St. Louis Blues,1
18.0,8480023.0,Robert Thomas,St. Louis Blues,1
2.0,8480071.0,Robin Salo,New York Islanders,0
52.0,8482162.0,Roby Jarventie,Ottawa Senators,3
59.0,8474600.0,Roman Josi,Nashville Predators,0
82.0,8482187.0,Ronan Seeley,Carolina Hurricanes,0
23.0,8481521.0,Ronnie Attard,Philadelphia Flyers,0
24.0,8478449.0,Roope Hintz,Dallas Stars,0
20.0,8479525.0,Ross Colton,Colorado Avalanche,0
32.0,8477527.0,Ross Johnston,New York Islanders,0
49.0,8478078.0,Rourke Chartier,Ottawa Senators,0
37.0,8481016.0,Ruslan Iskhakov,New York Islanders,0
22.0,8477846.0,Ryan Carpenter,San Jose Sharks,0
8.0,8477987.0,Ryan Donato,Chicago Blackhawks,0
94.0,8475176.0,Ryan Ellis,Philadelphia Flyers,0
27.0,8477435.0,Ryan Graves,Pittsburgh Penguins,0
38.0,8477451.0,Ryan Hartman,Minnesota Wild,0
12.0,8475793.0,Ryan Johansen,Colorado Avalanche,1
55.0,8479324.0,Ryan Lindgren,New York Rangers,0
94.0,8479066.0,Ryan Lomberg,Florida Panthers,0
27.0,8474151.0,Ryan McDonagh,Nashville Predators,0
71.0,8480802.0,Ryan McLeod,Edmonton Oilers,0
93.0,8476454.0,Ryan Nugent-Hopkins,Edmonton Oilers,1
90.0,8475158.0,Ryan O'Reilly,Nashville Predators,0
25.0,8480068.0,Ryan Poehling,Philadelphia Flyers,2
6.0,8477506.0,Ryan Pulock,New York Islanders,0
75.0,8471817.0,Ryan Reaves,Toronto Maple Leafs,0
5.0,8478854.0,Ryan Shea,Pittsburgh Penguins,0
16.0,8476458.0,Ryan Strome,Anaheim Ducks,2
20.0,8470600.0,Ryan Suter,Dallas Stars,0
61.0,8481576.0,Ryan Suzuki,Carolina Hurricanes,1
39.0,8482858.0,Ryker Evans,Seattle Kraken,0
9.0,8477935.0,Sam Bennett,Florida Panthers,1
39.0,8475842.0,Sam Carrick,Anaheim Ducks,2
28.0,8478043.0,Sam Lafferty,Toronto Maple Leafs,1
35.0,8478470.0,Sam Montembeault,Montréal Canadiens,0
22.0,8481591.0,Sam Poulin,Pittsburgh Penguins,2
13.0,8477933.0,Sam Reinhart,Florida Panthers,0
18.0,8479351.0,Sam Steel,Dallas Stars,1
79.0,8478104.0,Sammy Blais,St. Louis Blues,1
74.0,8480267.0,Sammy Walker,Minnesota Wild,2
4.0,8481541.0,Samuel Bolduc,New York Islanders,0
33.0,8481035.0,Samuel Ersson,Philadelphia Flyers,0
11.0,8481239.0,Samuel Fagemo,Nashville Predators,2
49.0,8479398.0,Samuel Girard,Colorado Avalanche,0
67.0,8483677.0,Samuel Savoie,Chicago Blackhawks,0
61.0,8481701.0,Santeri Hatakka,New Jersey Devils,0
21.0,8476872.0,Scott Laughton,Philadelphia Flyers,0
24.0,8476429.0,Scott Mayfield,New York Islanders,0
48.0,8481059.0,Scott Perunovich,St. Louis Blues,0
41.0,8475809.0,Scott Wedgewood,Dallas Stars,0
14.0,8476461.0,Sean Couturier,Philadelphia Flyers,0
50.0,8480434.0,Sean Durzi,Arizona Coyotes,0
7.0,8476374.0,Sean Kuraly,Columbus Blue Jackets,0
91.0,8477497.0,Sean Monahan,Montréal Canadiens,1
26.0,8480336.0,Sean Walker,Philadelphia Flyers,0
25.0,8480222.0,Sebastian Aho,New York Islanders,0
20.0,8478427.0,Sebastian Aho,Carolina Hurricanes,0
33.0,8482657.0,Sebastian Cossa,Detroit Red Wings,0
40.0,8473575.0,Semyon Varlamov,New York Islanders,0
72.0,8475683.0,Sergei Bobrovsky,Florida Panthers,0
24.0,8482093.0,Seth Jarvis,Carolina Hurricanes,0
4.0,8477495.0,Seth Jones,Chicago Blackhawks,0
15.0,8480032.0,Shane Bowers,New Jersey Devils,0
51.0,8483524.0,Shane Wright,Seattle Kraken,0
41.0,8476906.0,Shayne Gostisbehere,Detroit Red Wings,0
27.0,8477447.0,Shea Theodore,Vegas Golden Knights,0
87.0,8471675.0,Sidney Crosby,Pittsburgh Penguins,0
2.0,8481122.0,Simon Benoit,Toronto Maple Leafs,0
77.0,8482762.0,Simon Edvinsson,Detroit Red Wings,0
10.0,8481601.0,Simon Holmstrom,New York Islanders,1
5.0,8483495.0,Simon Nemec,New Jersey Devils,1
15.0,8477947.0,Sonny Milano,Washington Capitals,3
30.0,8481519.0,Spencer Knight,Florida Panthers,0
30.0,8477484.0,Spencer Martin,Columbus Blue Jackets,0
81.0,8482711.0,Stanislav Svozil,Columbus Blue Jackets,0
23.0,8476474.0,Stefan Noesen,Carolina Hurricanes,1
18.0,8478904.0,Steven Lorentz,Florida Panthers,1
91.0,8474564.0,Steven Stamkos,Tampa Bay Lightning,0
74.0,8479973.0,Stuart Skinner,Edmonton Oilers,0
77.0,8471698.0,T.J. Oshie,Washington Capitals,0
